상가업소번호,키워드,행정동,업종,리뷰,가게명,갯수
MA010120220805126691,친절한,성수2가제1동,서양식,분위기 좋고 사장님 너무 친절하세요~!~!~! 음식들도 특색있는 메뉴가 많고 맛있어요,성수물고기,3.0
MA010120220805126691,바,성수2가제1동,서양식,"https://m.blog.naver.com/huruja/222911893230  성수동 뚝도청년시장에 있는 와인바! 친한 동생 소개로 갔는데 분위기 무엇. 뭔가 늘어지게 편한 느낌의 성수 물고기 ㅋㅋ 사장님도 친절하시고 매장도 마냥 깔끔!!ㅋㅋㅋ 혼술하기도 너무 좋은 분위기라고 한다. 시장 안에 있기 때문에 북적거리거나 주변에 사람, 매장들이 많지 않아서 조용히 한 잔 즐기기 완전 좋았던 곳",성수물고기,3.0
MA010120220805126691,맛있는 음식,성수2가제1동,서양식,친절한 사장님+맛있는 음식+대화하기 좋은 예쁜 분위기에요  생긴지 얼마 안된 것 같은데 다른 사람들도 많이 알았으면해서- 후기남겨요! 다음에도 다른 친구를 데리고 갈 예정이에요 :) 가자미 요리 넘 맛있어요-,성수물고기,2.0
MA010120220805126691,맛집,성수2가제1동,서양식,성수동 숨은 맛집. 프랑스 뒷골목이 생각나게 만드는 시장안의 보석 같은 곳입니다. ^^ 대박나세요,성수물고기,2.0
MA010120220805126691,샐러드,성수2가제1동,서양식,과일샐러드 기본에 충실하면서도 아주 맛있었어요!  분위기가 상당히 몽환적입니다.  근데 좀 서늘한 편이에요 매장이,성수물고기,2.0
MA010120220804776769,맛있는,성수1가제2동,일식,돈까스랑 메밀 세트가 맛있어요 약간 기다려야 하네요,성수면당,32.0
MA010120220804776769,들기름,성수1가제2동,일식,여기 들기름 문어 국수 진짜 미쳤쟈나요 맛집 감별산데 진짜 너무 맛있쟈느요 매장 넓어서 웨이팅도 적어요 강추!!!!!,성수면당,11.0
MA010120220804776769,면,성수1가제2동,일식,근처 회사에서 일하는 직장인입니다. 야근하다가 저녁 먹으러 갔어요. 면이 땡기지 않아서 규동을 먹었고요. 확실히 물가가 오르긴 했네 하는 생각이 들더라고요. 다른 메뉴들 가격보니까요.   그냥저냥 규동은 먹을만했고 완밥하고 갔어요. 한끼를 잘 하결한 느낌이었습니다.   대신 밥인지 고기인지 계란인지 몰라도 약간 식은 느낌을 받았어요. 그래서 먹다가 중간에 조리된 것을 받은건가 하는 생각이 들었는데..뭐 그럴리는 없겠죠.   그리고 규동이 보통은 떠먹는 느낌이긴한데..이 집은 어떤 식으로 먹는지 안내가 없더라고요. 성수동 물가에 이 가격을 생각하면 그냥 먹어야지 싶긴한데..이것도 좀 아쉽더라도요.,성수면당,7.0
MA010120220804776769,찰보리,성수1가제2동,일식,사진 찍는걸 잊었는데 너무 맛있어요!! 들기름 찰보리면 고소하고 맛있어용 카레도!,성수면당,5.0
MA010120220804776769,친절한,성수1가제2동,일식,생각 없이 찾아서 갔는데 너무 맛있었어요! 친절하시구 소고기우동도 맛있고 들기름면 쵝오쵝오,성수면당,5.0
MA010120220804776769,우동,성수1가제2동,일식,가격은 다 올라서 12천원 대 우동 메뉴 없음,성수면당,4.0
MA010120220804776769,냉면,성수1가제2동,일식,양이 많아서 놀랬어요. 신선한 오이가 냉면과 잘 어울리고 양이 많아서 좋습니다.,성수면당,3.0
MA010120220804776769,고소한,성수1가제2동,일식,맛있어요! 들기름 고소한 막국수~~ 대신 직장인 점심으론 쫌 비싸요ㅠㅠ,성수면당,
MA010120220804776769,국수,성수1가제2동,일식,문어 국수 너무 달아용!!,성수면당,3.0
MA010120220804776769,느끼한,성수1가제2동,일식,너무 느끼해요 편하게 혼밥 하기는 좋네요,성수면당,3.0
MA010120220808046149,맥주,성수2가제1동,주점,자체별점: ☆☆☆☆ 성수역 근방에서 수제맥주+스포츠펍으로 최고.  층고 높고 넓어서 쾌적. 스포츠 경기 있는 날에 최고. 가격은 쏘쏘..,성수맥주,44.0
MA010120220808046149,맛있는,성수2가제1동,주점,골드에일이 젤 맛있는듯 먹태채도 바삭바삭 맛나용 근데 초고추장에 참기름은 안넣으셨으면 더 좋을듯해요,성수맥주,20.0
MA010120220808046149,다양한,성수2가제1동,주점,다양한 술을 맛볼 수 있어 좋네요! 여러 맛의 과일맛이 나는  치즈를 맛볼 수 있었어요.,성수맥주,15.0
MA010120220808046149,친절한,성수2가제1동,주점,친절해용,성수맥주,7.0
MA010120220808046149,분위기,성수2가제1동,주점,가격대가 좀 있어요 사람 먾거 분위기 좋아요,성수맥주,7.0
MA010120220808046149,넓은,성수2가제1동,주점,좌석이 넓어요,성수맥주,
MA010120220808046149,다양한 맥주,성수2가제1동,주점,축구보면서 다양한 맥주른 즐길수있어 좋았어요,성수맥주,6.0
MA010120220808046149,안주,성수2가제1동,주점,소세지 안주 입맛에 딱이네여 간단하게 한잔 하고 싶어 들어갔는데 맥주 맛이.은은하게.훅 들어오는 향긋한 향에.두번 반하는.바이젠 맥주 정말 맛있너네여 맥주 맛집이에여,성수맥주,5.0
MA010120220808046149,단체,성수2가제1동,주점,단체 모임하기 좋아요,성수맥주,4.0
MA010120220808046149,비싼,성수2가제1동,주점,"친절하지 않아도 맛있으면 재방문 할랬는데요, 치킨도 너무 맛 없어요. 맥주도 비싼 편.  이른 시간이기도 하고 손님이 없어서 가게가 넓어 다 빈테이블이었습니다. 들어가자마자 2인 손님인 것 보고 출입문 바로 앞 좁은 테이블에 앉으라고 했네요. 너네 앉으려면 앉고 불편하면 나가라 식. 4인 테이블들은 다 예약석이라고 올려져 있었는데 우리 모임이 거기 3시간 넘게 있었는데 마감시간 다될때까지 아무도 안 앉은 거 다 봤습니다~",성수맥주,3.0
MA010120220805641531,맛있는,성수1가제1동,패스트푸드,너무맛있어요,성수망치버거,10.0
MA010120220805641531,버거,성수1가제1동,패스트푸드,치즈가 다 녹지 않은채로 와서 아쉽습니다. 무엇보다 다른 버거집에 비해 양이 너어어무 작아요. 맛은 평범해요.,성수망치버거,7.0
MA010120220805641531,패티,성수1가제1동,패스트푸드,패티가 진짜 최고에요!!,성수망치버거,4.0
MA010120220805641531,감자,성수1가제1동,패스트푸드,치즈맛이 진하고 패티가 고기고기해요 감튀는 두툼해서 삶은감자 으깬것처럼  촉촉하고 바삭해요 맛있어요,성수망치버거,3.0
MA010120220805641531,햄버거,성수1가제1동,패스트푸드,허겁지겁 먹고나서 사진을 찍었더니 햄버거가 포장지만 남았네요.. 치즈버거에 진심인 망치버거! 패티가 정말 고소하고 담백해요 감자튀김은 코코넛향이 살짝나고 적당히 간이 있어서 맛있습니다 얼마전에 매운맛버거도 먹어봤는데 맛있게 매워요~!,성수망치버거,2.0
MA010120220805641531,포장,성수1가제1동,패스트푸드,오늘은 망치가~~~급땡겨~~~점심시간에 포장 해왔읍니다^^망치는 살짝 식어두 맛에는 변함이 없네요~~~담에는 불망치로 도전^^ 대박나세요,성수망치버거,2.0
MA010120220805641531,튀김,성수1가제1동,패스트푸드,허겁지겁 먹고나서 사진을 찍었더니 햄버거가 포장지만 남았네요.. 치즈버거에 진심인 망치버거! 패티가 정말 고소하고 담백해요 감자튀김은 코코넛향이 살짝나고 적당히 간이 있어서 맛있습니다 얼마전에 매운맛버거도 먹어봤는데 맛있게 매워요~!,성수망치버거,2.0
MA010120220805641531,감,성수1가제1동,패스트푸드,치즈맛이 진하고 패티가 고기고기해요 감튀는 두툼해서 삶은감자 으깬것처럼  촉촉하고 바삭해요 맛있어요,성수망치버거,2.0
MA010120220805641531,감자튀김,성수1가제1동,패스트푸드,허겁지겁 먹고나서 사진을 찍었더니 햄버거가 포장지만 남았네요.. 치즈버거에 진심인 망치버거! 패티가 정말 고소하고 담백해요 감자튀김은 코코넛향이 살짝나고 적당히 간이 있어서 맛있습니다 얼마전에 매운맛버거도 먹어봤는데 맛있게 매워요~!,성수망치버거,2.0
MA010120220805641531,빵,성수1가제1동,패스트푸드,힙한 버거집 같아요 빵이 한번 구워져 바삭한 감이 있어 좋았어요 크기는 한입거리네요 다른 리뷰에서 처럼 감자튀김도 맛있어요,성수망치버거,2.0
MA010120220814392415,맛있는,성수1가제2동,패스트푸드,문어치킨 정말 강추입니다!!!넘 맛있었어요ㅎㅎ 문어가 야들야들 한게 정말 맛나서 하나도 안질렸어요. 직원분들도 넘 친절하셔서 편안한 분위기에서 시간가는 줄 모르고 먹었어요. 문어치킨 강추합니다~~!!,성수리얼,9.0
MA010120220814392415,커피,성수1가제2동,패스트푸드,커피맛은 그냥그래요,성수리얼,4.0
MA010120220814392415,마카롱,성수1가제2동,패스트푸드,마카롱 캡짱 이쁘고 맛나다. 사장님도 잘 생김.,성수리얼,4.0
MA010120220814392415,친절한,성수1가제2동,패스트푸드,친절해요,성수리얼,3.0
MA010120220803772057,가성비 좋은,성수2가제3동,한식,가격은그대로고 고기질은 좋아져서 더맛잇어요 성수동에서 가성비갑!!,엉터리생고기 성수점,1.0
MA010120220814392415,선물용,성수1가제2동,패스트푸드,마카롱 선물용으로 샀는데 대만족이에요ㅎㅎ,성수리얼,2.0
MA010120220814392415,청포도 에이드 맛있는,성수1가제2동,패스트푸드,메론라떼랑 청포도에이드 맛있어요!,성수리얼,1.0
MA010120220814392415,진토닉 하이볼 입가심 으로,성수1가제2동,패스트푸드,하이볼 초이스를 잘해야 한다는~  진토닉하이볼 입가심으로 들어갔다가  얼큰하게 나왔네요ㅎ,성수리얼,1.0
2203,좋은 노래,성수1가제2동,주점,"사장님 너무 친절하시구, 노래도 넘 좋구 작지만 분위기 내기 좋은 곳.",에보,2.0
MA010120220814392415,유자 마카롱,성수1가제2동,패스트푸드,유자마카롱 독특해용,성수리얼,1.0
MA010120220809825639,맛있는,성수2가제3동,서양식,의외의 장소에서 맛있는저녁,성수로운,55.0
MA010120220809825639,와인,성수2가제3동,서양식,점심때 방문했는데 메뉴 하나하나 다 정말 맛있었어요 다음엔 저녁때 방문해서 와인과 함께 새로운 음식들도 주문해봐야겠어요!,성수로운,31.0
MA010120220809825639,분위기,성수2가제3동,서양식,분위기가 넘 좋았어요! 맛도 넘나 맛나고 입장하기 전에 바로 앞에 있는 푸드코트가 당황스러웠는데 시선에 따라 색상이 바뀌는 유리벽 덕분에 푸드코트 영향이 딱 차단되고 신비로운 분위기가 연출되는게 신기했어요,성수로운,17.0
MA010120220809825639,추천,성수2가제3동,서양식,"트러플 냄새가 너무 강하지 않아 적절한 감칠맛을 즐길수 있고, 오랜시간 조리된 소고기가 수준급 맛을 이끌어 내고 있었습니다   주말에는 예약 필수인 핫플이라 네이버로 꼭! 예약하고 자리확보하고 가시길 추천드려요",성수로운,13.0
MA010120220809825639,친절한,성수2가제3동,서양식,리뷰 잘 안쓰는데 분위기도 맛도 좋아서 글 써봐용 일요일에 갔는데 사람이 많지는 않아서 좋았고 분위기도 최고.. 사장님이 친절하시게 와인 추천해주셔서 먹어봤는데 너무 부담없이 마셔서 좋았네용!! 밥을 미리 먹어서 음식은 간단히 리코타 샐러드와 머랭케이큐 시켰는데 신세계.. 집이 먼게 아쉬울뿐이네여,성수로운,12.0
MA010120220809825639,데이트,성수2가제3동,서양식,데이트하기 너무 좋아요!!,성수로운,7.0
MA010120220809825639,코스,성수2가제3동,서양식,핵 존맛이요  고급요리 정성스런 요리 먹은 느낌  데이트코스로 딱이에요 *제품 일부를 제공받아 솔직하게 작성했습니다*,성수로운,7.0
MA010120220809825639,설명,성수2가제3동,서양식,우선 쉐프님이 홀을 같이 보셔서 들어갔을 때 응대해주시는 분이 없어 갈때마다 조금 당황하게되네요 사장님이 안계셨어서 그런지 모르겠지만 쉐프분이 마스크를 아예 턱에 걸치고 계시고 아주 잠깐씩 쓰시다가도 주방 들어가실땐 또 벗으시더라고요 음식 설명해주실 때도  물론 마스크착용 안하셨구요.. 응대는 몹시 친절하셨습니다만 한두번도 아니고 밥을 먹는 내내 그러셨기 때문에마스크가 매우 신경쓰였어요  커튼을 치시다가 커튼 부속품이  테이블로 날라들어와서 그걸 주우러 오셨을때도 안쓰셨고 제대로 저희를 살펴주시지도 않았습니다 저희가 부속에 맞을뻔 했는데말이죠   음식이 나오는 속도는 빠른편이였습니다 뢰스티는 기름에 조금 많이 쩔었는건지 보관을 잘못한건지 감자에서 안좋은 맛이 많이 났어요 아무튼 지금 속이 안좋네요,성수로운,5.0
MA010120220809825639,양배추,성수2가제3동,서양식,스위스감자전이랑 양배추구이 무조건 같이 시키세요 진짜 한입에 3초씩 기절함,성수로운,5.0
MA010120220809825639,프랑스,성수2가제3동,서양식,"아아, 성수로운 쉐프님, 진심으로 사랑합니다. 정말 모든 맛이 상상하기 힘든 맛. 집에서 만들 수 없는 맛입니다. 쉐프님은 아티스트 같아요. 잠시나마 파리 여행 다녀온 기분입니다. 뉴욕의 미슐랭 프랑스요리들도 많이 다녀왔지만 비교도 안되게 성수로운 요리가 최고입니다. 성수동의 최애 레스토랑♡♡♡",성수로운,5.0
MA010120220806421366,맛있는,성수1가제2동,한식,맛있게 잘 먹었습니다,성수뚝배기,7.0
MA0101202301A0026575,맛있는 커피,성수1가제2동,카페,인테리어가 아기자기 예쁘네요. 커피가 맛있어요.,에빠,4.0
MA0101202301A0026575,친절한 사장님,성수1가제2동,카페,사장님이 친절하고 커피에 대한 지식이 해박합니다,에빠,3.0
MA010120220801516814,조용한,성수1가제2동,카페,성수동 진정한 커피 맛집. 조용하고 한적한 곳에 있어서 더 좋아요.,에이치커피로스터스,2.0
MA010120220806421366,찌개,성수1가제2동,한식,가끔 찌개 생각날 때 점심먹는 곳입니다. 맛있습니다.,성수뚝배기,2.0
MA010120220806421366,고추장,성수1가제2동,한식,"고추장찌개, 된장찌개 다 깔끔하고 맛있어요~",성수뚝배기,1.0
MA010120220806421366,고추장찌개,성수1가제2동,한식,"고추장찌개, 된장찌개 다 깔끔하고 맛있어요~",성수뚝배기,1.0
MA010120220803004164,진한 커피,성수2가제3동,카페,진한 커피를 선호하지 않는 저는 커피 맛도 딱 좋았구요! 진한 커피 좋아하신다면 향에 비해 맛은 가볍다 생각할 수 있을 것 같아요~,엑스익스프레스 성수낙낙점,1.0
MA010120220806421366,집중,성수1가제2동,한식,근처에 이런백반집이있는지 너무늦게알았네요 정갈하고 깔끔하고 맛있었어요 식당이너무조용해서 먹는데만집중했어요ㅋㅋㅋ 다음에 또방문하겠습니다,성수뚝배기,1.0
MA010120220803004164,연한 맛,성수2가제3동,카페,베리는 맛이 연해요. 다크는 먹기좋아요.,엑스익스프레스 성수낙낙점,1.0
MA010120220803753041,맛있는,성수2가제3동,한식,맛있어요!,성수동양갈비,13.0
MA010120220803753041,친절한,성수2가제3동,한식,사장님 이모님 진짜 친절하시고 잡내 안나고 맛있어요 원래 영수증 리뷰 안남기는데 사장님 친절함 덕에 기분 좋게 먹어서 리뷰 남깁니다,성수동양갈비,6.0
MA010120220803753041,양고기,성수2가제3동,한식,"성수동 양고기 근본집,,, 친절과 맛,, 모두 행복한 곳,,   행복은,,, 어디에나 있는 것,,, ^^  @azossii",성수동양갈비,5.0
MA010120220803753041,친절한 사장님,성수2가제3동,한식,너무 맛있구.. 사장님두 너무 친절하셔여!!,성수동양갈비,2.0
MA010120220803753041,양고기 잡내 없이,성수2가제3동,한식,친절하시고 양고기잡내없이 맛있어여!,성수동양갈비,2.0
MA010120220803753041,갈비,성수2가제3동,한식,자주 안가면 꼭 한번 생각나는 맛집. 맛도 맛이지만 사장님 이모님 너무 친절해서 안갈 수가 없는 곳. 갈비 후엔 누룽지 안먹을 수 없쪙.. 강추ㅠㅠ,성수동양갈비,2.0
MA010120220800617383,맛있는 꼬끄,성수1가제2동,카페,당신이 뚝섬역을 온다면… 당신이 성수동에 거주한다면… 만약 여태까지 이곳의 마카롱을 사지 않았다면… 반성하시길… 사장님 완전 친절하시고 가격도 착한데 완전 존맛 꼬끄도 존맛,엘라,1.0
MA010120220800617383,맛있는 마카롱,성수1가제2동,카페,마카롱 마싯어요,엘라,1.0
MA010120220800617383,맛있는 필링,성수1가제2동,카페,사장님 완전 친절하시고 가격도 착한데 완전 존맛 꼬끄도 존맛 필링도 존맛 오늘은 남자친구 주려고 샀는데 짱 맛있대요,엘라,1.0
MA010120220805019181,깨끗한,성수2가제1동,카페,매장이 깔끔하고 인테리어가 멋지네요 굿 !,엘레멘츠,5.0
MA010120220813721702,맛있는,성수2가제1동,카페,맛있어요~!,성수동꿀꽈배기,17.0
MA010120220813721702,꽈배기,성수2가제1동,카페,성수동에서는 원탑 최고의 꽈배기!  늘 가는 곳이에요. 이사가도 이 길목을 지나갈 때면사게 되더라고요. 오래오래 해주세요!,성수동꿀꽈배기,8.0
MA010120220813721702,친절한,성수2가제1동,카페,진짜 맛있어용!!!!! 가격도 너무 착하고 사장님 사장님 아들분 다 너무 친절하세요ㅎㅎ 일주일에 두번은 털러 가는것같아요 대박나세요,성수동꿀꽈배기,4.0
MA010120220813721702,맛집,성수2가제1동,카페,꽈배기 맛집^^,성수동꿀꽈배기,4.0
MA010120220813721702,꽈배기 맛집,성수2가제1동,카페,꽈배기 맛집^^,성수동꿀꽈배기,3.0
MA010120220813721702,맛있는 꽈배기,성수2가제1동,카페,꽈배기. 맛있어요,성수동꿀꽈배기,3.0
MA010120220813721702,빵,성수2가제1동,카페,"서울숲 놀러왔다가 성수동에 맛난 빵집이 많다고 해서 먹고싶은 스타일의 빵을 검색해 찾다가 보물처럼 발견한 꽈배기 찐맛집이네요~^^ 리뷰에 어느 분이 남기신 것 처럼 인생 꽈배기입니다~^^ 핫도그, 찹쌀도너츠, 팥도너츠, 꿀꽈배기 모두 맛있고요! 기름진거 싫어해서 꽈배기를 좋아하진 않는데~임산부인지라! 뜬금없는 메뉴가 먹고싶어지기도 하는데요~여기 꽈배기는 기름지지않고 쫀득쫀득 넘 맛있어서 자꾸 먹게되요~ 집에서 차로 45분정도 걸리는데 다시 오고싶어질듯해요^^ 서비스로 주신 찹쌀도너츠를 더 사오지 못해 아쉽네요ㅜㅜ 잘먹었습니다~^^ 번창하세요!!",성수동꿀꽈배기,3.0
MA010120220803774657,친절한 사장님,성수2가제1동,한식,친절하고 ㅇㅏㅅㅇㅆ어요,연탄구이집,1.0
MA010120220813721702,핫도그,성수2가제1동,카페,넘 맛있어요!!!!! 꽈배기가 하나에 오백원이라니.. 넘 혜쟈.. 청량핫도그도 넘 맛있어요,성수동꿀꽈배기,2.0
MA010120220813721702,가성비,성수2가제1동,카페,가성비 좋네요. 요즘 개당 5백원 하는곳이 별로 없어요,성수동꿀꽈배기,1.0
MA010120220808054119,맛있는,성수1가제1동,주점,모든 안주가 맛있습니다!,성수동골룸 서울숲 해산물 포장마차,10.0
MA010120220808054119,골뱅이,성수1가제1동,주점,최애 골뱅이집이에영,성수동골룸 서울숲 해산물 포장마차,8.0
MA010120220808054119,술,성수1가제1동,주점,술이 술술들어가요,성수동골룸 서울숲 해산물 포장마차,2.0
MA010120220808054119,골뱅이탕,성수1가제1동,주점,"골뱅이탕 너무 맛있어요! 육회랑 뽈락튀김, 오징어통찜 끝내줘요!˙˙",성수동골룸 서울숲 해산물 포장마차,2.0
MA010120220808054119,맛집,성수1가제1동,주점,"백골뱅이탕은 처음 먹어봤는데, 국물이 정말 시원하고 쫄깃쫄깃 맛있었어요! 찐현지맛집 같아요ㅎㅎ 칼국수 추가 꼭 해드시구, 오징어 통찜도 정말 맛있었습니다",성수동골룸 서울숲 해산물 포장마차,2.0
MA010120220808054119,생 골뱅이 맛집 ,성수1가제1동,주점,생골뱅이 맛집입니다.,성수동골룸 서울숲 해산물 포장마차,1.0
MA010120220808054119,인생 골뱅이,성수1가제1동,주점,게가 달아요..인생골뱅이..여기안주 다 맛있어요♡♡♡,성수동골룸 서울숲 해산물 포장마차,1.0
MA010120220808054119,유쾌하다 친절한,성수1가제1동,주점,사장님이 유쾌하시고 친절하세요~^^,성수동골룸 서울숲 해산물 포장마차,1.0
MA010120220808054119,옛 고풍스런,성수1가제1동,주점,옛고풍스런 7080음악이 좋아요~,성수동골룸 서울숲 해산물 포장마차,1.0
MA010120220808054119,알,성수1가제1동,주점,생골뱅이탕은 처음 먹어봤는데 알도 실하고 국물이 시원하게 너무 맛있었어요!! 날치알과 함께 쌈싸먹는 것도,성수동골룸 서울숲 해산물 포장마차,1.0
MA010120220800529574,맛있는,성수2가제3동,카페,맛있어요!!!,성수동 리얼 로스팅 커피&디저트,20.0
MA010120220800529574,커피,성수2가제3동,카페,커피가 맛나요,성수동 리얼 로스팅 커피&디저트,13.0
MA010120220800529574,단골,성수2가제3동,카페,단골집,성수동 리얼 로스팅 커피&디저트,4.0
MA010120220800529574,라떼,성수2가제3동,카페,맛나요. 지난번에 너무 맛나게 라떼를 먹었는데...,성수동 리얼 로스팅 커피&디저트,4.0
MA010120220800529574,맛집,성수2가제3동,카페,맛집입니당,성수동 리얼 로스팅 커피&디저트,4.0
MA010120220800529574,음료,성수2가제3동,카페,음료가 캔으로 나와서 새롭네요~~,성수동 리얼 로스팅 커피&디저트,4.0
MA010120220800529574,친절한,성수2가제3동,카페,친절해요,성수동 리얼 로스팅 커피&디저트,2.0
MA010120220803774657,저렴한 고기,성수2가제1동,한식,뚝도시장 8번게이트에 있는 연탄구이집. 돼지고기 전문인데 시장이라고 고기가 싸거나 그런건 없는데 맛은 일품.,연탄구이집,1.0
MA010120220813739784,맛있는 밑반찬,성수2가제1동,한식,친절하시고 밑반찬도 넘 맛있어요!!! 담에 또 재방문할게요,연탄요릿집,2.0
MA010120220800529574,맛있는 커피,성수2가제3동,카페,커피 너무 맛있어요.,성수동 리얼 로스팅 커피&디저트,1.0
MA010120220803762562,맛있는,성수1가제2동,한식,맛있게 매콤해요,성수동 간판없는집,34.0
MA010120220803762562,닭발,성수1가제2동,한식,속이 편안한 닭발,성수동 간판없는집,21.0
MA010120220803762562,맛집,성수1가제2동,한식,최고의맛집,성수동 간판없는집,8.0
MA010120220803762562,국물,성수1가제2동,한식,다음에 가게되면 떡추가 해볼 생각입니다. 국물이 깔끔하고 개운해서 계속 당기는 맛이에요,성수동 간판없는집,5.0
MA010120220803762562,맛있는 닭발,성수1가제2동,한식,닭발 맛있어요~!ㅎㅎ,성수동 간판없는집,4.0
MA010120220803762562,소주,성수1가제2동,한식,개쩜 소주 히야시쩜,성수동 간판없는집,4.0
MA010120220803762562,매운,성수1가제2동,한식,닭발이 부드럽고 맛있어요. 양념은 맛있게 매운 맛! 또 생각나는 맛입니다!,성수동 간판없는집,3.0
MA010120220803762562,숙주,성수1가제2동,한식,맛있어요 숙주도 추가 할수 있고 닭발 맛있어요,성수동 간판없는집,3.0
MA010120220803762562,친절한,성수1가제2동,한식,웨이팅이있어서 조금 기다렸고 사장님이 친절하셨어요~ 2단계였는데 하나도 안 매웠고 닭누린내가 좀 났어요ㅠㅠ..,성수동 간판없는집,3.0
MA010120220803762562,양념,성수1가제2동,한식,닭발이 부드럽고 맛있어요. 양념은 맛있게 매운 맛! 또 생각나는 맛입니다!,성수동 간판없는집,2.0
MA010120220803540787,맛있는,성수1가제2동,주점,맛있어요^^,성수닭발,42.0
MA010120220803540787,닭발,성수1가제2동,주점,"동네에 닭발집이 있어서 너무 좋아요!  김치칼국수 꼭 먹어볼려했는데 하필 이 날 칼국수 면이 품절이 되버려서 못먹었지만, 다음 기회에 또 방문 할게요!! 닭발에 살이 많아서 좋아요!",성수닭발,33.0
MA010120220803540787,맛집,성수1가제2동,주점,성수동 분위기맛집! 야외 테라스가 예뻐서  데이트장소로도 추천합니다~!,성수닭발,7.0
MA010120220803540787,국물,성수1가제2동,주점,"분위기도 좋고 맛도 좋았던 성수 숨겨진 맛집 !! 골목길 속에 숨어있는 가게라서 나만 알고 싶은 곳이에요 ㅋㅋ 국물닭발이 퀄리티가 좋고 진한 육수 맛이 느껴지는 곳입니다, 술이 술술 들어가더라구요  사장님도 엄청 친절하심~!",성수닭발,7.0
MA010120220803540787,주먹밥,성수1가제2동,주점,국물닭발과 주먹밥 등등 먹었는데 맵찔이도 맛있게 먹을수 있는 맵기여서 조았어요! 주택가에 가게가 있는것도 좀 신기했는데 예쁘게 꾸며놓으셔서 나름 감성 충만한 시간이었습니다ㅎㅎ,성수닭발,6.0
MA010120220803540787,치즈,성수1가제2동,주점,닭발 양도 많고 맛도 아주 좋습니다!! 오뎅탕도 진짜 맛있고 치즈계란찜 꼭 시켜드세요!,성수닭발,6.0
MA010120220803540787,계란찜,성수1가제2동,주점,닭발 양도 많고 맛도 아주 좋습니다!! 오뎅탕도 진짜 맛있고 치즈계란찜 꼭 시켜드세요!,성수닭발,5.0
MA010120220803540787,예쁜,성수1가제2동,주점,성수동 분위기맛집! 야외 테라스가 예뻐서  데이트장소로도 추천합니다~!,성수닭발,4.0
MA010120220803540787,날치,성수1가제2동,주점,국물닭발 오뎅탕2인분 날치알주먹밥 치즈계란찜,성수닭발,4.0
MA010120220813739784,싱싱한,성수2가제1동,한식,금 석화가 싱싱하고 좋네요 10개 만원인데 가성비 좋습니다,연탄요릿집,2.0
MA010120220812319714,맛있는,성수2가제1동,한식,맛있어요~,성수노루,149.0
MA010120220812319714,곱창,성수2가제1동,한식,성수 곱창 제일 맛집 ....뻥 안치고 장기류 맛집 no.1입니다,성수노루,37.0
MA010120220812319714,친절한,성수2가제1동,한식,jmt.. 같이 나오는 순두부찌개랑도 잘 어울려요 내부 넓고 직원분들 왕 친절해요 bb,성수노루,28.0
MA010120220812319714,볶음밥,성수2가제1동,한식,대창이 미쳤어요 알바분 너무 친절하시고 구워줍니다 치즈 볶음밥 치즈 조와,성수노루,11.0
MA010120220812319714,비싼,성수2가제1동,한식,셋이 먹고 18만원너무 비싼데다가 2시간 지낫다고 진짜 쫒아냄.. 어이없어,성수노루,10.0
MA010120220812319714,서비스,성수2가제1동,한식,맛은 당연하고 서비스 질이 늘 우수해서 좋아요,성수노루,10.0
MA010120220812319714,신선한,성수2가제1동,한식,곱창이 너무 신선하고 서비스도 좋고 양도 적당했습니다.,성수노루,9.0
MA010120220812319714,분위기,성수2가제1동,한식,맛있고 분위기가 힙해요 데이트 코스로도 좋을 것 같아요 역에서도 가깝구요,성수노루,8.0
MA010120220812319714,전골,성수2가제1동,한식,직원분들이 전부 구워주셔서 편해요~ 담엔 전골먹으러 방문해볼려구요 옆테이블에서 전골을 정말 맛있게드시더라구요,성수노루,8.0
MA010120220812319714,깨끗한,성수2가제1동,한식,깨끗하고 기분이 상쾌해지는 가게임다,성수노루,7.0
MA010120220803769611,맛있는,성수2가제3동,한식,가끔씩 가는데 양도 많이 주시고 맛있어요!!,성수낙지,6.0
MA010120220813739784,착한 가격,성수2가제1동,한식,안주 하나하나 다 너무너무 맛나고 가격도 착해용.. 완전 반했어용 ㅠ,연탄요릿집,1.0
MA010120220803769611,친절한,성수2가제3동,한식,"정말 맛있는 낙지전문점 입니다. 오랜 내공이 느껴지는 맛이네요. 사장님 친절하시고, 양도 푸짐하고 강추합니다.",성수낙지,1.0
MA010120220805307184,깨끗한,성수2가제3동,한식,고기도 너무 맛있고 깔끔하고 너무 친절하고 볶음밥도 좋구 국수도 먹어야하고 재방문 의사 있는곳이에요,열기,5.0
MA010120220803769611,식사 ,성수2가제3동,한식,식사했네요,성수낙지,1.0
MA010120220803769611,식사,성수2가제3동,한식,식사했네요,성수낙지,1.0
MA010120220803769611,매콤한,성수2가제3동,한식,매콤한게 맛있어요.,성수낙지,1.0
MA010120220803769057,맛있는 커피,성수1가제2동,카페,인테리어도 괜찮고 커피도 맛있었어요 :D 사진도 잘나오고 사장님도 친절하세요!!ㅎㅎ,영화104,2.0
MA010120220803769611,낙지,성수2가제3동,한식,성수동에서 낙지 먹으려면~요기!!,성수낙지,1.0
MA010120220800056204,맛있는,성수1가제1동,한식,맛있어요!,성수꼬마,6.0
