상가업소번호,가게명,키워드,갯수,행정동,업종,리뷰
MA010120220808150820,정사장,맛있는,7.0,가회동,주점,바베큐플레터에 와인 맛있다  연령대안가리고 손님망ㅎ는곳
MA010120220808150820,정사장,바베큐,5.0,가회동,주점,바베큐플레터에 와인 맛있다  연령대안가리고 손님망ㅎ는곳
MA010120220808150820,정사장,사장님,4.0,가회동,주점,분위기도 너무 좋고 음식이 너무 맛있네요! 주말 날씨가 좋아서 데이트 겸 안국역 갔다가 너무 좋게 맛있게 먹어서 기분이 좋았습니다. 사장님이 센스가 좋아서 그런지 음악도 너무 좋네요!
MA010120220808150820,정사장,숯불,4.0,가회동,주점,숯불향나고 맛있게 잘 먹었어요.
MA010120220808150820,정사장,데이트,4.0,가회동,주점,분위기도 너무 좋고 음식이 너무 맛있네요! 주말 날씨가 좋아서 데이트 겸 안국역 갔다가 너무 좋게 맛있게 먹어서 기분이 좋았습니다. 사장님이 센스가 좋아서 그런지 음악도 너무 좋네요!
MA010120220808150820,정사장,향,3.0,가회동,주점,숯불향나고 맛있게 잘 먹었어요.
MA010120220808150820,정사장,좋은 사장님,2.0,가회동,주점,
MA010120220808150820,정사장,맥주,2.0,가회동,주점,지나가다 우연히 들어간곳인데 맥주도 맛있고 좋았어요 ㅎㅎ
MA010120220808150820,정사장,매콤한,2.0,가회동,주점,
MA010120220803292230,정담은보쌈 북촌점,맛있는,28.0,가회동,한식,식전 샐러드랑 장국 해초 나오고 메인 메뉴에 다먹으면 빙수 도 나와요 빙수도 맛있어요
MA010120220803292230,정담은보쌈 북촌점,정갈한,22.0,가회동,한식,정갈한 보쌈 정식 잘먹고 갑니당! 부추전 드세요 세트도 좋지만 단품시키는게 더 괜찮은것같아요! 저희는 가오리회도 먹었는데 맛있었어용:)
MA010120220803292230,정담은보쌈 북촌점,친절한,19.0,가회동,한식,     올해 이상하게 정담은보쌈 집을 자주 가게 된당ㅎㅎㅎ 가족끼리도 가고 직장에서도 가고 이 지점 저 지점 거의 한두달에 한번은 간듯.. 보쌈이 별로 호불호가 안갈리는 음식인가 그래도 갈 때마다 맛있어서 불만은 없당푸짐하게 먹고 싶으면 신림점 정갈하게 먹고 싶으면 북촌점을 가시라고 조심스레 추천하고 싶당 맛은 두 지점 거의 비슷한듯!! 고기에서는 누린내가 많이 안나는 깔끔한 맛이고 같이 나오는 무말랭이랑 먹으면 완전 존맛탱ㅜㅜ 그리고 여기는 막국수가 진짜 맛있어용 보쌈이랑 궁합이 미쳐씀ㅋㅋㅋㅋㅋ 사실 저는 여기 막국수를 더 조아해영..주말에 가니까 웨이팅이 길더라구용 전화로 예약되는 걸로 알고 있음!! 직원분들 너무 친절하고 좋아요 갈 때마다 기분 좋아지는 곳이에요    
MA010120220803292230,정담은보쌈 북촌점,분위기,17.0,가회동,한식,음식도 분위기도 좋아요
MA010120220803292230,정담은보쌈 북촌점,보쌈,16.0,가회동,한식,     올해 이상하게 정담은보쌈 집을 자주 가게 된당ㅎㅎㅎ 가족끼리도 가고 직장에서도 가고 이 지점 저 지점 거의 한두달에 한번은 간듯.. 보쌈이 별로 호불호가 안갈리는 음식인가 그래도 갈 때마다 맛있어서 불만은 없당푸짐하게 먹고 싶으면 신림점 정갈하게 먹고 싶으면 북촌점을 가시라고 조심스레 추천하고 싶당 맛은 두 지점 거의 비슷한듯!! 고기에서는 누린내가 많이 안나는 깔끔한 맛이고 같이 나오는 무말랭이랑 먹으면 완전 존맛탱ㅜㅜ 그리고 여기는 막국수가 진짜 맛있어용 보쌈이랑 궁합이 미쳐씀ㅋㅋㅋㅋㅋ 사실 저는 여기 막국수를 더 조아해영..주말에 가니까 웨이팅이 길더라구용 전화로 예약되는 걸로 알고 있음!! 직원분들 너무 친절하고 좋아요 갈 때마다 기분 좋아지는 곳이에요    
MA010120220803292230,정담은보쌈 북촌점,세트,10.0,가회동,한식,친구세트 시키면 2명이서 먹기에 적당히 양 많고 좋아요!
MA010120220803292230,정담은보쌈 북촌점,고기,9.0,가회동,한식,     올해 이상하게 정담은보쌈 집을 자주 가게 된당ㅎㅎㅎ 가족끼리도 가고 직장에서도 가고 이 지점 저 지점 거의 한두달에 한번은 간듯.. 보쌈이 별로 호불호가 안갈리는 음식인가 그래도 갈 때마다 맛있어서 불만은 없당푸짐하게 먹고 싶으면 신림점 정갈하게 먹고 싶으면 북촌점을 가시라고 조심스레 추천하고 싶당 맛은 두 지점 거의 비슷한듯!! 고기에서는 누린내가 많이 안나는 깔끔한 맛이고 같이 나오는 무말랭이랑 먹으면 완전 존맛탱ㅜㅜ 그리고 여기는 막국수가 진짜 맛있어용 보쌈이랑 궁합이 미쳐씀ㅋㅋㅋㅋㅋ 사실 저는 여기 막국수를 더 조아해영..주말에 가니까 웨이팅이 길더라구용 전화로 예약되는 걸로 알고 있음!! 직원분들 너무 친절하고 좋아요 갈 때마다 기분 좋아지는 곳이에요    
MA010120220803292230,정담은보쌈 북촌점,김치,9.0,가회동,한식,분위기 너무 좋고 부드러운 수육에 깔끔한 김치까지 너무 맛있었어요!
MA010120220803292230,정담은보쌈 북촌점,깔끔한,9.0,가회동,한식,정갈하고 깔끔한 맛이에요 세팅도 잘되어있어서 기분 좋게 먹을수있어요
MA010120220803292230,정담은보쌈 북촌점,막걸리,8.0,가회동,한식,진짜 맛있어요 양도 많아요 그리고 꼭 북촌 막걸리 드세요!! JMT!!
MA010120220800032715,전다,도시락,5.0,가회동,한식,도시락 맛집입니다
MA010120220800032715,전다,맛있는,4.0,가회동,한식,같이 간 일행 모두 기분 좋고 맛있게 먹었어요. 꼬막이 너무 싱싱하고 쫄깃했어요ㅠㅠ 조개로 배를 채우기는 처음이에요.
MA010120220800032715,전다,바뀐,4.0,가회동,한식,
MA010120220800032715,전다,점심,4.0,가회동,한식,점심 메뉴 먹는데 음식이 좀 늦게 나오는 편이에요 맛은 그냥 평범합니다
MA010120220800032715,전다,점심 메뉴,3.0,가회동,한식,점심 메뉴 먹는데 음식이 좀 늦게 나오는 편이에요 맛은 그냥 평범합니다
MA010120220800032715,전다,막걸리,3.0,가회동,한식,나중에는 막걸리 한잔하면서 먹어야겠어여 다 맛있고 좋아요
MA010120220800032715,전다,사장님,2.0,가회동,한식,"금요일 술자리는 전다에서 했습니다. 재료가 신선해서 그런지 음식맛도 매우 좋구요. 사장님이 친절하셔서 그런가, 즐겁게 놀다 갑니다. 담에 또 방문해 볼 생각입니다."
MA010120220800032715,전다,불친절한,2.0,가회동,한식,불친절함에 기분이 많이 상하는 경험을 했습니다... 다시는 방문하고 싶지 않은 식당은 처음이에요..
MA010120220800032715,전다,비싼,2.0,가회동,한식,
MA010120220800032715,전다,든든한,2.0,가회동,한식,
MA010120220808175277,재동맥주,치킨,7.0,가회동,주점,복잡하지만 치킨이 넘 맛있는 곳
MA010120220808175277,재동맥주,맛있는,5.0,가회동,주점,후라이드 참 맛있네요~
MA010120220808175277,재동맥주,감자,5.0,가회동,주점,반반치킨 넘 맛있음...ㅠㅜ 같이 주는 웻지감자와 떡튀김이 있어서 2만2천원인가요?ㅠㅠㅠ 그럼 인정. 담에 또갈거에요ㅜㅜ 너무 맛있어요
MA010120220808175277,재동맥주,한잔,3.0,가회동,주점,"간단하게감자소세지에맥주한잔,,,인사동,북촌구경하고한잔으로마무리했어요"
MA010120220808175277,재동맥주,치맥,3.0,가회동,주점,치맥괜춘
MA010120220808175277,재동맥주,안주,2.0,가회동,주점,친구들과 어울려 술한잔하기 좋아요. 안주도 다양해요
MA010120220808175277,재동맥주,복잡한,2.0,가회동,주점,
MA010120220808175277,재동맥주,손님,2.0,가회동,주점,사람들이 많아서 지나가다가 들어갔는데 치킨이 너무 딱딱해요 ?? 단체 손님이 이용하기에는 좋을것 같네요
MA010120220808175277,재동맥주,어울리는,2.0,가회동,주점,
MA010120220808175277,재동맥주,단체,2.0,가회동,주점,사람들이 많아서 지나가다가 들어갔는데 치킨이 너무 딱딱해요 ?? 단체 손님이 이용하기에는 좋을것 같네요
MA010120220800223084,자작나무이야기,맛있는,22.0,삼청동,카페,맛있어요!
MA010120220800223084,자작나무이야기,빙수,15.0,삼청동,카페,도깨비 촬영지ㅎㅎ 인테리어 앤틱하고 빙수가 진짜 맛집이에요
MA010120220800223084,자작나무이야기,팥빙수,14.0,삼청동,카페,팥빙수가 맛있네요
MA010120220800223084,자작나무이야기,분위기,9.0,삼청동,카페,집 운간방 같은 특이한 분위기
MA010120220800223084,자작나무이야기,대추차,8.0,삼청동,카페,북촌한옥마을 초입 부에 위치해있으며 고즈녁하고 아기자기 예뻐요 팥빙수 팥 직접 만들어 달지 않고 맛있고 대추차도 맛있어요~^^ 넘 예쁜 한옥카페♡♡
MA010120220800223084,자작나무이야기,아기자기한,8.0,삼청동,카페,골목길에 아기자기한 카페. 새로운 곳을 발견하는 즐거움을 주는 곳. 주인장이 친절하시고 테이블까지 음료도 가져다 주세요. 아기자기해서 사진 찍기 좋은도 좋아요.
MA010120220800223084,자작나무이야기,예쁜,8.0,삼청동,카페,담장이 예쁘게 보이는 아담한 한옥카페예요
MA010120220800223084,자작나무이야기,친절한,8.0,삼청동,카페,친절해요
MA010120220800223084,자작나무이야기,커피,8.0,삼청동,카페,좌식이라서 아늑하고 대화하기 좋아요 커피도 맛있어요 :)
MA010120220800223084,자작나무이야기,우유빙수,6.0,삼청동,카페,"매번 지나만 다니다가 인생빙수 맛보러 들어갔어요, 직접 만드신 팥으로 만든 우유빙수 달지 않고 맛있었어요 먹을수록 끌리는맛...^^ 주말에는 1시간 시간 제한있으니 여유롭게 수다떠실분들은 다른곳으로.."
MA010120220803570465,일월카츠,친절한,64.0,가회동,일식,ㅠ먹다가 찍은거여서 대충찍어서 죄송하지만 직원분들 다 친절하시고. 샐러드 더 줄까요?먼저 물어봐주시구.매장 완전 청결하고 먹는 방법 친절하게 한사람사람 설명해주심. 저렇게 자부심있게 하는곳은 대박나야됨!!
MA010120220803570465,일월카츠,맛있는,44.0,가회동,일식,맛있게 잘 먹었습니다 또 갈께요 감사합니다
MA010120220803570465,일월카츠,부드러운,28.0,가회동,일식,"     모듬까츠 15000간만 재방입니다.11시반 오픈런인데 24번이네요. 웨이팅 등록 하면서 모듬까츠 주문을 미리 넣었습니다.근처 카페에서 빨대로 빈컵 빨며 1시간반 기다렸습니다.바테이블은 꽉차있는데, 주방과 써버는 여유러워 보이네요. 등심과 안심의 빛깔이 영롱하네요. 전보다 안심이 더 부드러워진거 같아요. 마치 탱글탱글한 젤리를 씹는 식감이네요. 아마도 회전률이 좋아 재료가 좋은거 같습니다. 등심의 지방층도 고소하니 맛있네요.    "
MA010120220803570465,일월카츠,돈까스,23.0,가회동,일식,안국에서 돈까스를 이야기한다면 이곳이 아닐까? 맛과 더불어 친절은 덤이다. 맛이 미쳤다 내일 또 오고 싶다.
MA010120220803570465,일월카츠,웨이팅,21.0,가회동,일식,"     모듬까츠 15000간만 재방입니다.11시반 오픈런인데 24번이네요. 웨이팅 등록 하면서 모듬까츠 주문을 미리 넣었습니다.근처 카페에서 빨대로 빈컵 빨며 1시간반 기다렸습니다.바테이블은 꽉차있는데, 주방과 써버는 여유러워 보이네요. 등심과 안심의 빛깔이 영롱하네요. 전보다 안심이 더 부드러워진거 같아요. 마치 탱글탱글한 젤리를 씹는 식감이네요. 아마도 회전률이 좋아 재료가 좋은거 같습니다. 등심의 지방층도 고소하니 맛있네요.    "
MA010120220803570465,일월카츠,소금,15.0,가회동,일식,"     돈카츠 가게 중에서 많은 지지와 열띤 환호를 받고 있는 일월카츠에 다녀왔습니다. 회사 근처라 호기롭게 테이블링 예약하고 다녀왔는데도 예상 1시간 대기에서 30분이 더 걸려서 허겁지겁 먹고 왔어요. 히레카츠, 로스카츠 둘 다 포기할 수 없어서 모듬카츠(15000원)을 주문했습니다. 좌석에 앉으면 갓 튀겨나온 돈카츠를 셰프님께서 가져다 주십니다. 처음에는 단맛이 나는 말돈소금과 와사비로 맛을 본 후에 중간부터 밤꿀이 들어간 돈가스 소스에 맛을 보면 좋다고 알려주셨어요. 일월카츠 히레, 로스카츠는튀김옷이 얇으면서 바삭했고 레스팅이 잘돼서 촉촉하면서 풍미가 느껴졌어요. 로스카츠는 지방질까지 맛있었고 히레카츠는 마지막 한점까지 부드러웠어요. "
MA010120220803570465,일월카츠,사장님,15.0,가회동,일식,테이블링에 있어서 아무 생각없이 갔는데 맛집이더라고요! 너무 맛있고 사장님도 너무 친절하세요! 혼밥집으로 강추하는 곳
MA010120220803570465,일월카츠,등심,14.0,가회동,일식,"     모듬까츠 15000간만 재방입니다.11시반 오픈런인데 24번이네요. 웨이팅 등록 하면서 모듬까츠 주문을 미리 넣었습니다.근처 카페에서 빨대로 빈컵 빨며 1시간반 기다렸습니다.바테이블은 꽉차있는데, 주방과 써버는 여유러워 보이네요. 등심과 안심의 빛깔이 영롱하네요. 전보다 안심이 더 부드러워진거 같아요. 마치 탱글탱글한 젤리를 씹는 식감이네요. 아마도 회전률이 좋아 재료가 좋은거 같습니다. 등심의 지방층도 고소하니 맛있네요.    "
MA010120220803570465,일월카츠,안심,14.0,가회동,일식,"     모듬까츠 15000간만 재방입니다.11시반 오픈런인데 24번이네요. 웨이팅 등록 하면서 모듬까츠 주문을 미리 넣었습니다.근처 카페에서 빨대로 빈컵 빨며 1시간반 기다렸습니다.바테이블은 꽉차있는데, 주방과 써버는 여유러워 보이네요. 등심과 안심의 빛깔이 영롱하네요. 전보다 안심이 더 부드러워진거 같아요. 마치 탱글탱글한 젤리를 씹는 식감이네요. 아마도 회전률이 좋아 재료가 좋은거 같습니다. 등심의 지방층도 고소하니 맛있네요.    "
MA010120220803570465,일월카츠,소스,12.0,가회동,일식,"     돈카츠 가게 중에서 많은 지지와 열띤 환호를 받고 있는 일월카츠에 다녀왔습니다. 회사 근처라 호기롭게 테이블링 예약하고 다녀왔는데도 예상 1시간 대기에서 30분이 더 걸려서 허겁지겁 먹고 왔어요. 히레카츠, 로스카츠 둘 다 포기할 수 없어서 모듬카츠(15000원)을 주문했습니다. 좌석에 앉으면 갓 튀겨나온 돈카츠를 셰프님께서 가져다 주십니다. 처음에는 단맛이 나는 말돈소금과 와사비로 맛을 본 후에 중간부터 밤꿀이 들어간 돈가스 소스에 맛을 보면 좋다고 알려주셨어요. 일월카츠 히레, 로스카츠는튀김옷이 얇으면서 바삭했고 레스팅이 잘돼서 촉촉하면서 풍미가 느껴졌어요. 로스카츠는 지방질까지 맛있었고 히레카츠는 마지막 한점까지 부드러웠어요. "
MA010120220807041580,인사동쭈꾸미,쭈꾸미,25.0,가회동,한식,삼겹쭈꾸미 1인 1.5만 그냥 쭈꾸미 1인 1.3만 공기밥 별도 음식 맛은...아....
MA010120220807041580,인사동쭈꾸미,맛있는,20.0,가회동,한식,맛있어요
MA010120220807041580,인사동쭈꾸미,매운,16.0,가회동,한식,직원분들 많이 친절하세요. 아이들 입맛엔 매워요. 자극적인 음식을 싫어하시는 분들은 비추! 한번쯤 먹어봐도 좋아요
MA010120220807041580,인사동쭈꾸미,볶음밥,12.0,가회동,한식,쭈꾸미 맛은 평타 정도인데 볶음밥은 호불호가 갈릴수도 있을 것 같아요 꼬슬꼬슬한 ’볶은‘밥을 좋아하시는 분들이 예상하는 그런 볶음밥은 아니고 좀 더 비빔밥같은 식감입니다.
MA010120220807041580,인사동쭈꾸미,친절한,8.0,가회동,한식,직원분들 많이 친절하세요. 아이들 입맛엔 매워요. 자극적인 음식을 싫어하시는 분들은 비추! 한번쯤 먹어봐도 좋아요
MA010120220807041580,인사동쭈꾸미,불지옥쭈꾸미,7.0,가회동,한식,불지옥쭈꾸미 존맛. 매운데 맛있게 매워서 자꾸 손이가는 맛이예요!! 맵찔이라서 토마토치즈퐁듀랑 같이 먹었는데 진짜 대대존맛입니당. 밥볶이먹고싶었는데 배불러서 못먹은게 한이예요!!!!! 매운거 조아하시는분들 불지옥쭈꾸미 꼭 드세요!! 사장님도 친절하셔서 너무 좋아하는 곳이예요??
MA010120220807041580,인사동쭈꾸미,퐁듀,6.0,가회동,한식,매운맛 러버들은 좋아할 수밖에 없는 불맛 주꾸미. 치즈퐁듀에 찍어 먹으면 레알 맛있음! 볶음밥까지 완벽하게 마무리한 곳.
MA010120220807041580,인사동쭈꾸미,철판쭈꾸미,5.0,가회동,한식,우연히 들어간 가게였는데 깔끔하구 음식도 맛있었어요! 철판 쭈꾸미 넘 좋아하는데 만족스러웠습니다ㅎㅎ 쭈꾸미도 엄청 통통하구 부드러웠어요~
MA010120220807041580,인사동쭈꾸미,파스타,4.0,가회동,한식,로제쭈꾸미 맛있게 먹었어요. 파스타도 들어 있어 젊은이들이 좋아할 맛이에요.
MA010120220807041580,인사동쭈꾸미,배부른,4.0,가회동,한식,
MA010120220804973191,이화돈까스,맛있는,25.0,삼청동,한식,맛있었어요 가게도 깔끔 했구요!!
MA010120220804973191,이화돈까스,돈까스,24.0,삼청동,한식,몇년전부터 그대로 있어서 좋고 이가격에 퀄리티 좋은 돈까스를 먹을 수 있어서 너무 좋아요~
MA010120220804973191,이화돈까스,밥,16.0,삼청동,한식,"한공기에 밥이 너무 적게 들어있다. 그렇다고 두공기는 남을 것 같고 좀 애매함,,"
MA010120220804973191,이화돈까스,셀프,11.0,삼청동,한식,"     안국역, 그리고 삼청동 초입에 위치한 이화돈까스. 유명한 오레노라멘 바로 옆에 위치해있다.이미 리뷰를 남긴 다른 분들과 마찬가지로, 나도 사실은 오레노라멘에 가려다 긴 웨이팅을 보고 이화돈까스를 방문한 케이스다. 결론부터 말하자면, 괜찮은 맛의 식당이다.혼밥, 단체로 먹기에도 나름 넓직한 가게 내부이고, 직원분들도 친절하고 서빙도 빠른 편이다. 메뉴도 돈카츠, 나베 등 점심식사에 딱 맞다. 가격은 만원 초중반대.셀프바가 있고, 공기밥은 원하면 자유롭게 가져다 먹는 시스템이다. 사실 성인 남성기준 돈카츠만으론 배가 차기 어려운지라, 이런 공기밥 셀프 시스템이 매우 만족스러웠다.왠지 이날따라 생선카츠가 땡겨서 모듬으로 주문했고, 바삭한튀김옷과 새우, 생선, 히레가 모두 포함된 알찬 구성은 제법 만족스러웠다.여긴 무조건 가야해!라는 추천까진 아니지만, 다시 한번 안국역 근처에서 식사 메뉴를 고민한다면 옵션으로 들어갈법한 곳.    "
MA010120220804973191,이화돈까스,볶음우동,9.0,삼청동,한식,"     김치돈까스나베가 맛있다 고 해서 찾아간 이화돈까스. 안국역에서 도보 5분이면 가고 오레노라멘 옆에 있어요. 매장은 반지층인데 넓고 좌석이 많았어요. 인테리어는 빨간 벽돌과 그림들이 많이 걸려 있어서 따뜻하고 안정감 있는 느낌이었어요. 메뉴는 돈까스, 이화탕면, 해물 볶음우동, 냉모밀(5~9월), 가츠동, 에비동 등이 있었습니다. 저는 김치돈까스나베를 주문했고 기본 반찬으로 단무지, 깍두기가 나왔습니다. 기본 반찬과 밥은 셀프바에서 추가로 가져다 먹을 수 있었어요. 이화돈까스 김치돈까스나베는 일단 양이 푸짐했어요. 돈까스, 새우튀김, 느타리버섯, 어묵,우동이 들어있었고 국물은 짜고 칼칼한 맛이 아니라 가쓰오 육수의 깊은 맛이 느껴져서 좋았어요. 김치가 조금 더 들어있으면 좋겠다는 거 빼고는 중구 쪽에서 먹은 김치돈까스나베 중에 가장 입맛에 맞는 곳이었습니다. "
MA010120220804973191,이화돈까스,우동,7.0,삼청동,한식,"     김치돈까스나베가 맛있다 고 해서 찾아간 이화돈까스. 안국역에서 도보 5분이면 가고 오레노라멘 옆에 있어요. 매장은 반지층인데 넓고 좌석이 많았어요. 인테리어는 빨간 벽돌과 그림들이 많이 걸려 있어서 따뜻하고 안정감 있는 느낌이었어요. 메뉴는 돈까스, 이화탕면, 해물 볶음우동, 냉모밀(5~9월), 가츠동, 에비동 등이 있었습니다. 저는 김치돈까스나베를 주문했고 기본 반찬으로 단무지, 깍두기가 나왔습니다. 기본 반찬과 밥은 셀프바에서 추가로 가져다 먹을 수 있었어요. 이화돈까스 김치돈까스나베는 일단 양이 푸짐했어요. 돈까스, 새우튀김, 느타리버섯, 어묵,우동이 들어있었고 국물은 짜고 칼칼한 맛이 아니라 가쓰오 육수의 깊은 맛이 느껴져서 좋았어요. 김치가 조금 더 들어있으면 좋겠다는 거 빼고는 중구 쪽에서 먹은 김치돈까스나베 중에 가장 입맛에 맞는 곳이었습니다. "
MA010120220804973191,이화돈까스,친절한,7.0,삼청동,한식,"     안국역, 그리고 삼청동 초입에 위치한 이화돈까스. 유명한 오레노라멘 바로 옆에 위치해있다.이미 리뷰를 남긴 다른 분들과 마찬가지로, 나도 사실은 오레노라멘에 가려다 긴 웨이팅을 보고 이화돈까스를 방문한 케이스다. 결론부터 말하자면, 괜찮은 맛의 식당이다.혼밥, 단체로 먹기에도 나름 넓직한 가게 내부이고, 직원분들도 친절하고 서빙도 빠른 편이다. 메뉴도 돈카츠, 나베 등 점심식사에 딱 맞다. 가격은 만원 초중반대.셀프바가 있고, 공기밥은 원하면 자유롭게 가져다 먹는 시스템이다. 사실 성인 남성기준 돈카츠만으론 배가 차기 어려운지라, 이런 공기밥 셀프 시스템이 매우 만족스러웠다.왠지 이날따라 생선카츠가 땡겨서 모듬으로 주문했고, 바삭한튀김옷과 새우, 생선, 히레가 모두 포함된 알찬 구성은 제법 만족스러웠다.여긴 무조건 가야해!라는 추천까진 아니지만, 다시 한번 안국역 근처에서 식사 메뉴를 고민한다면 옵션으로 들어갈법한 곳.    "
MA010120220804973191,이화돈까스,해물,7.0,삼청동,한식,"     김치돈까스나베가 맛있다 고 해서 찾아간 이화돈까스. 안국역에서 도보 5분이면 가고 오레노라멘 옆에 있어요. 매장은 반지층인데 넓고 좌석이 많았어요. 인테리어는 빨간 벽돌과 그림들이 많이 걸려 있어서 따뜻하고 안정감 있는 느낌이었어요. 메뉴는 돈까스, 이화탕면, 해물 볶음우동, 냉모밀(5~9월), 가츠동, 에비동 등이 있었습니다. 저는 김치돈까스나베를 주문했고 기본 반찬으로 단무지, 깍두기가 나왔습니다. 기본 반찬과 밥은 셀프바에서 추가로 가져다 먹을 수 있었어요. 이화돈까스 김치돈까스나베는 일단 양이 푸짐했어요. 돈까스, 새우튀김, 느타리버섯, 어묵,우동이 들어있었고 국물은 짜고 칼칼한 맛이 아니라 가쓰오 육수의 깊은 맛이 느껴져서 좋았어요. 김치가 조금 더 들어있으면 좋겠다는 거 빼고는 중구 쪽에서 먹은 김치돈까스나베 중에 가장 입맛에 맞는 곳이었습니다. "
MA010120220804973191,이화돈까스,맛있는 돈까스,6.0,삼청동,한식,"밥은 원할 때 먹을 수 있도록 따로 셀프로 들고 가면 되고 저는 돈까스보다 볶음우동이 좀더 맛있어요 돈까스는 바싹한 맛에 먹고,우동은 해물이랑 야채랑 먹는 맛으로 먹었어요."
MA010120220804973191,이화돈까스,볶음,6.0,삼청동,한식,"     김치돈까스나베가 맛있다 고 해서 찾아간 이화돈까스. 안국역에서 도보 5분이면 가고 오레노라멘 옆에 있어요. 매장은 반지층인데 넓고 좌석이 많았어요. 인테리어는 빨간 벽돌과 그림들이 많이 걸려 있어서 따뜻하고 안정감 있는 느낌이었어요. 메뉴는 돈까스, 이화탕면, 해물 볶음우동, 냉모밀(5~9월), 가츠동, 에비동 등이 있었습니다. 저는 김치돈까스나베를 주문했고 기본 반찬으로 단무지, 깍두기가 나왔습니다. 기본 반찬과 밥은 셀프바에서 추가로 가져다 먹을 수 있었어요. 이화돈까스 김치돈까스나베는 일단 양이 푸짐했어요. 돈까스, 새우튀김, 느타리버섯, 어묵,우동이 들어있었고 국물은 짜고 칼칼한 맛이 아니라 가쓰오 육수의 깊은 맛이 느껴져서 좋았어요. 김치가 조금 더 들어있으면 좋겠다는 거 빼고는 중구 쪽에서 먹은 김치돈까스나베 중에 가장 입맛에 맞는 곳이었습니다. "
MA010120220810014678,이채 카페,예쁜,15.0,가회동,카페,카페 예뻐요~~~
MA010120220810014678,이채 카페,커피,15.0,가회동,카페,커피맛낫어요!
MA010120220810014678,이채 카페,분위기,12.0,가회동,카페,분위기 좋아요~~~
MA010120220810014678,이채 카페,맛있는,11.0,가회동,카페,대추차 맛있게 먹고 왔습니다.
MA010120220810014678,이채 카페,한옥카페,7.0,가회동,카페,한옥카페로 방에서 커피 마시니 대화하기 좋네요
MA010120220810014678,이채 카페,잔,6.0,가회동,카페,잔이 신기하구 고구마라떼 맛있어요
MA010120220810014678,이채 카페,대화,5.0,가회동,카페,한옥카페로 방에서 커피 마시니 대화하기 좋네요
MA010120220810014678,이채 카페,한옥,5.0,가회동,카페,한옥카페로 방에서 커피 마시니 대화하기 좋네요
MA010120220810014678,이채 카페,편한,4.0,가회동,카페,
MA010120220810014678,이채 카페,친절한,4.0,가회동,카페,전체적인 느낌을 말씀드리자면 요즘 유행하는 핫플이나 인싸갬성의 그런곳은 아닙니다. 예쁜 한옥카페에서 고즈넉한 분위기를 머리부터 발끝까지 뒤집어쓸수 있는 곳이라고 할게요. 북촌이라는 곳이 갖는 이미지를 알집으로 압축시키고 또 압축시킨 느낌의 카페라고 할까요? 참고로 북촌은 이날 처음가봤어요. 바리스타분들도 너무 친절하시고 편안한 분위기에서 너무 맛있는 커피를 즐겼습니다. 짧지만 강한 휴식을 취하기 좋은 카페였어요. 그리고 아메리카노가 정말 맛있었습니다. 커피맛좀 아시는 분들은 상당히 만족하실것 같아요. 데이트코스로 썸남썸녀가 대화하기에도 상당히 좋은 분위기입니다. 노트북하기엔 별로 안좋아요. 재방문의사 있습니다.
MA010120220800036215,이밥,친절한,6.0,가회동,한식,너무 친절하시고 메뉴 설명도 잘 해주셔서 더 맛있게 먹을 수 있었습니다!! 건강하고 맛있는 한끼에 기분 좋아지는 곳이에요~ 매장 조금 크면 더없이 좋겠지만요ㅎㅎ
MA010120220800036215,이밥,건강한,6.0,가회동,한식,아기자기한 가계 건강한 음식 양은 좀 적은 것 같아요!
MA010120220800036215,이밥,맛있는,4.0,가회동,한식,맛있어요
MA010120220800036215,이밥,연잎밥,3.0,가회동,한식,매장이 생각보다 작아서 깜짝 놀랐다했네요. 연잎밥이 찰밥이라서 먹고나서도 속이 편했습니다. 밑반찬이 다 맛있네요.
MA010120220800036215,이밥,혼밥,3.0,가회동,한식,담백하고 건강한 혼밥 가정식!!연잎밥+톳버섯주먹밥 세트와 반찬들까지!??따뜻한 집밥 느낌에 친절한 사장님 덕분에 든든하게 먹고 갑니다!
MA010120220800036215,이밥,담백한,3.0,가회동,한식,
MA010120220800036215,이밥,든든한,2.0,가회동,한식,
MA010120220800036215,이밥,따뜻한,2.0,가회동,한식,담백하고 건강한 혼밥 가정식!!연잎밥+톳버섯주먹밥 세트와 반찬들까지!??따뜻한 집밥 느낌에 친절한 사장님 덕분에 든든하게 먹고 갑니다!
MA010120220800036215,이밥,깔끔한,2.0,가회동,한식,깔끔하고 친절한 곳이네요. 또 가서 다른 메뉴도 먹어보고 싶어요:)
MA010120220800036215,이밥,사장님,2.0,가회동,한식,담백하고 건강한 혼밥 가정식!!연잎밥+톳버섯주먹밥 세트와 반찬들까지!??따뜻한 집밥 느낌에 친절한 사장님 덕분에 든든하게 먹고 갑니다!
MA010120220812113355,이니미니마니모,맛있는,11.0,삼청동,카페,맛있어요
MA010120220812113355,이니미니마니모,커피,10.0,삼청동,카페,"예쁜 가게에요. 음료 잔도 참 예쁘다고, 커피는 맛있었어요. 소곤소곤 이야기 하기 좋아요"
MA010120220812113355,이니미니마니모,친절한,8.0,삼청동,카페,친절하고 맛이 좋아요 데이트하기 좋았어용
