업종,가게명,상가업소번호,점수,리뷰증가율,재방문,좋아요,찜,주소,행정동,위도,경도,긍정 리뷰 비율,리뷰수,wordcloud,barchart,photo,
카페,꼬모윤 성수,MA0101202209A0043723,0,0.11,6.67,0,0,서울특별시 성동구 서울숲길 50,성수1가제2동,37.547907,127.042977,93.3,30,https://public.tableau.com/shared/YJXN6RQ28?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/N8GY38RHB?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20221022_122/1666435251771CdtNv_JPEG/KakaoTalk_Photo_2022-08-21-20-03-40_003.jpeg,
카페,DYI WORKSHOP,MA010120220808833646,0,0,18.18,0,0,서울특별시 성동구 서울숲2길 15-14,성수1가제2동,37.547565,127.040617,100,11,https://public.tableau.com/shared/8YYMDPGZN?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/XT38Y9N4M?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220517_47/1652761717891Nqpj1_JPEG/20220510_%B0%F8%B0%A3%C1%F6%C8%C6_%C4%AB%C6%E428.jpg,
카페,커피기업 서울숲점,MA010120220812362998,0,-0.17,10,0,0,서울특별시 성동구 왕십리로 102,성수1가제2동,37.546633,127.044876,100,10,https://public.tableau.com/shared/JSJYBMGK2?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/PDPTCG832?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20210917_243/16318393218710nrrv_JPEG/3Fmt_ZNQqk6lQDdsJJkJnwBx.jpeg.jpg,
카페,모멘토브루어스,MA010120220803263317,4.4,-0.56,25,22,395,서울특별시 성동구 상원6길 11-1,성수1가제2동,37.549047,127.049152,75,4,https://public.tableau.com/shared/2NFX58H6X?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/2JMNJ8GYS?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220306_237%2F16465384475797JBqy_JPEG%2F17F7B3E4-561C-47C3-A45D-A486253AD718.jpeg,
카페,플로피,MA0101202301A0041099,0,0,0,0,0,서울특별시 성동구 아차산로1가길 10,성수1가제2동,37.548534,127.046624,95.8,24,https://public.tableau.com/shared/MRY27GWY9?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/GNKYJ49TB?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MDFfMTUg%2FMDAxNjgyOTA2MDA3NTAw.NF-SUgJHqKVGiHLVAO-8aXl69STbMvhNjW8_yS5Ve7Mg.6wnF7XQjvd_jSU2DT1sIfk6I3KVk4P4Er2YMNu_muXcg.JPEG%2FD3DFDAFC-6DC9-4E09-BFA2-6F73A67F1916.jpeg,
카페,플디 성수점,MA010120220809236200,0,0.21,5.88,0,0,서울특별시 성동구 상원길 44,성수1가제2동,37.547923,127.048513,94.1,34,https://public.tableau.com/shared/B24WZ7DMK?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/GMD47BYPZ?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20221112_32/1668249593367XNM4j_JPEG/26A2BEC0-2534-4AE2-8D2A-DD43AF9762CC.jpeg,
카페,샌드카베,MA010120220810442945,0,-0.3,12.5,0,0,서울특별시 성동구 서울숲4길 22-18,성수1가제2동,37.546811,127.042994,100,16,https://public.tableau.com/shared/NKY4579QW?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/KNB8QSC7D?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/482346/689765_1676178094774_1000001992?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
카페,커피식탁,MA010120220813003204,3.9,-0.17,0,0,2174,서울특별시 성동구 상원1길 15,성수1가제2동,37.545178,127.048671,100,5,https://public.tableau.com/shared/MM7SCQTBC?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/XH685J6BZ?:display_count=n&:origin=viz_share_link,https://mp-seoul-image-production-s3.mangoplate.com/335621_1616727712782890.jpg,
카페,LOWIDE,MA010120220812374911,3.8,0,0,0,483,서울특별시 성동구 서울숲2길 22-1,성수1가제2동,37.546933,127.041042,100,3,https://public.tableau.com/shared/NR5JHZRXB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/YJ69YKF53?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/707184_1676464110754635.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
카페,라비옹카페,MA010120220814198607,0,-0.26,5.56,0,0,서울특별시 성동구 왕십리로 125,성수1가제2동,37.548839,127.043894,100,17,https://public.tableau.com/shared/X62YXXNTH?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/MBFG3G84C?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20190328_63/1553728431735JYMXA_JPEG/79AunUEiZK7G-5o5QAnakVsc.jpeg.jpg,
카페,카페요아정,MA010120220804906406,0,0,26.09,0,0,서울특별시 성동구 서울숲4길 21,성수1가제2동,37.547284,127.043359,91.3,23,https://public.tableau.com/shared/4X5C6K4TG?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/NDB9PJWQ7?:display_count=n&:origin=viz_share_link,https://i.pinimg.com/originals/66/e7/be/66e7be6c6695ef6cf545cd3987c0239c.jpg,
카페,카페 마렐,MA010120220813546356,0,0.5,0,0,0,서울특별시 성동구 서울숲6길 13,성수1가제2동,37.547714,127.043064,66.7,3,https://public.tableau.com/shared/RN99W56XG?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/NSRYXXMXD?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220415_168/1650019070475rI9Tf_JPEG/KakaoTalk_20220415_193658195_02.jpg,
카페,파인와플,MA010120220810963854,0,-0.38,0,0,0,서울특별시 성동구 서울숲4길 16-1,성수1가제2동,37.547305,127.042628,100,8,https://public.tableau.com/shared/TD4BT38Y4?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/R5ZXKKNMX?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220806_207/1659763371877JDWFq_JPEG/20220805_183407.jpg,
카페,그레이트커피 서울숲점,MA010120220805080533,4,-0.3,7.41,13,0,서울특별시 성동구 서울숲2길 6,성수1가제2동,37.547711,127.039628,100,14,https://public.tableau.com/shared/T9H8QQ6HD?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/CJZKSPNBG?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20171224_11/1514073804727LSqgg_JPEG/q-tIGsBrm1SHom_MtiQO5_H2.jpg,
카페,그린랩,MA010120220805506128,0,-0.68,16.67,0,0,서울특별시 성동구 서울숲2길 18-11,성수1가제2동,37.54684,127.040573,100,6,https://public.tableau.com/shared/H3FQG3Z86?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/CJ9B26C3P?:display_count=n&:origin=viz_share_link,https://i.pinimg.com/736x/18/36/d1/1836d167c5dfbde79271166cf1c5c6d6.jpg,
카페,파스쿠찌 서울숲점,MA010120220808488055,0,0.38,8.33,0,0,서울특별시 성동구 아차산로 49,성수1가제2동,37.546789,127.050038,90.9,11,https://public.tableau.com/shared/Z88Z5NBK9?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/8SKM486GB?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220324_165/1648116382561czM7N_JPEG/1502268060255.jpg,
카페,목로정원,MA010120220802884683,3.8,0,16.67,0,201,서울특별시 성동구 서울숲2길 47,성수1가제2동,37.546349,127.04402,83.3,6,https://public.tableau.com/shared/XMG9MGPG2?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/QBD5BW6R5?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20221127_197/166953823451141eKr_JPEG/94B2D8A1-D66D-4604-BEB5-86A3752A6221.JPG,
카페,오버도즈도넛앤커피,MA010120220800660242,3.9,-0.13,3.7,0,113,서울특별시 성동구 왕십리로10길 19,성수1가제2동,37.546647,127.046637,92.6,27,https://public.tableau.com/shared/YJMRWJ3KD?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/GJCM99R7J?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/1318930_1645701326410595.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
카페,커어피 & 젤라또,MA010120220812559669,0,-0.2,8.33,0,0,서울특별시 성동구 상원길 58,성수1가제2동,37.549136,127.048207,100,12,https://public.tableau.com/shared/S3QDHBN48?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/W5S98F6D8?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220814_34/1660456920682ad6LA_JPEG/KakaoTalk_20220516_095348318_03.jpg,
카페,모어딥 성수,MA010120220812201492,0,-0.5,0,0,0,서울특별시 성동구 성수일로 95-1,성수1가제2동,37.548925,127.051211,100,3,https://public.tableau.com/shared/CDZMHD9Y6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/772N9X5DN?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20210216_110/1613466137282E12l5_JPEG/4rp9XQzwrCw_3M7_nj5OjJh_.jpg,
카페,그라데이션커피,MA010120220803053016,4.2,-0.33,33.33,0,35,서울특별시 성동구 상원12길 24-1,성수1가제2동,37.550547,127.050295,100,6,https://public.tableau.com/shared/DHGH3WMZ6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/M73KF2NN9?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA5MTJfMjE5%2FMDAxNjYyOTU0NDE1NTg2.8QfsX730oev8B8K8jOH-6K8EIXWsSHfoTlBtOZvk2M4g.6ww2O4ecstuB8REXZo3PyDvboian-faqf7c50NQ7egMg.JPEG%2FF2AC14DE-A8CF-4CB5-A7EE-7A0992AE3DD4.jpeg,
카페,김종욱 커피,MA010120220803728195,0,-0.43,0,0,0,서울특별시 성동구 상원10길 16,성수1가제2동,37.549603,127.049529,100,4,https://public.tableau.com/shared/W2NYZT6D3?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/5YGJQFM85?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20150901_164/1441070070452hIQ5i_JPEG/20989845_6.jpg,
카페,LAZZO,MA010120220810344824,0,0.33,0,0,0,서울특별시 성동구 왕십리로8길 21,성수1가제2동,37.546093,127.046988,100,4,https://public.tableau.com/shared/39BY9CMS7?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/QK29DPMD4?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20221205_296/16702124149930frkJ_PNG/DC5B3084-6EDC-4BF9-94A5-7F53E7A00528.png,
카페,카페 차 성수점,MA010120220813644918,4,-0.57,0,24,767,서울특별시 성동구 서울숲6길 2,성수1가제2동,37.547877,127.041856,100,3,https://public.tableau.com/shared/J66NX9JG9?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/BS7DTJZND?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA1MDFfMjc2%2FMDAxNjgyOTExMjUxMTE0.oQBPywIj179z6khyrmEesEn4Jd8SJUUBu5EYZ8t6vykg.JoljtIcb_vNeA7UKT5irlrPa7oJRI9rn4q5mgCeDHv8g.JPEG.brownieye%2FIMG_1141.JPG,
카페,플로이 FLOWY,MA0101202210A0015414,0,-0.12,0,0,0,서울특별시 성동구 서울숲2길 12,성수1가제2동,37.547234,127.039951,100,7,https://public.tableau.com/shared/7PTFDSKW3?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/KZN2X93CS?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230212_57%2F1676169300423EVqqo_JPEG%2F%25C5%25A9%25B8%25B2%25B6%25F3%25B6%25BC_%25282%2529.jpg,
카페,커피온리 뚝섬역점,MA010120220803088561,0,-0.4,35.29,0,0,서울특별시 성동구 상원길 24,성수1가제2동,37.546149,127.04906,93.3,15,https://public.tableau.com/shared/63WQK7QSR?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/DB98H6TC9?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20190924_232/1569316916045t8GAk_JPEG/XD1owIbqbIr8bYqcgN6ogLij.jpeg.jpg,
카페,셀렉토커피 서울숲IT캐슬점,MA010120220804803188,0,-0.23,25,0,0,서울특별시 성동구 광나루로 130,성수1가제2동,37.550978,127.04472,100,10,https://public.tableau.com/shared/YZCTJHCB9?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/MQFFK4ZF5?:display_count=n&:origin=viz_share_link,http://imgnews.naver.net/image/5003/2019/05/27/20190527170644_1332480_369_521_20190527171016942.jpg,
카페,플라이팬커피 뚝섬점,MA010120220813384095,0,0.2,16.67,0,0,서울특별시 성동구 상원8길 1,성수1가제2동,37.548922,127.048269,100,6,https://public.tableau.com/shared/K28Z4R2GP?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/82CT2CYNB?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20200313_241/15840795314683MgRN_JPEG/F6WECgP-Nf1gDX5UfMQQljrz.jpg,
카페,메종 파이프그라운드,MA010120220807766997,4.1,-0.2,9.66,0,407,서울특별시 성동구 왕십리로 83-21,성수1가제1동,37.543871,127.044147,97.1,102,https://public.tableau.com/shared/2PN2MKCMK?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/2TQ925G8G?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/6Mj1YYU_mhMkS-k4lwTlcA/m.jpg,
카페,감도 성수점,2232,3.8,-0.33,8.82,0,150,서울특별시 성동구 왕십리로 83-21,성수1가제1동,37.543871,127.044147,97,33,https://public.tableau.com/shared/NB5C2QNRP?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/RHDCQYQ3C?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/eRdkApYZ_BPaurZIj5dTFQ/m.jpg,
카페,체다앤올리,2238,4.4,-0.53,3.45,30,0,서울특별시 성동구 서울숲2길 32-14,성수1가제1동,37.54592,127.041991,92.6,27,https://public.tableau.com/shared/6PZGX9B2T?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/2CY7FGXBP?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MjlfMTYx%2FMDAxNjg1MzM0MDM1MDQx.kmeYrmu8oaqNlYMtpy_uGdq2a4rSC3Cpq_Ll6Bkfnm8g.YGe6x1k8G5Xu85uX-b09tchynI6MFwypiqPYCzyyr1Ag.JPEG%2FFBCA0E33-97E5-40EE-AE7A-0A4F1DB2A592.jpeg,
카페,래뮤,MA010120220809797031,0,0,10,0,0,서울특별시 성동구 연무장길 14,성수1가제1동,37.543621,127.051085,96.7,30,https://public.tableau.com/shared/78KK8YK2F?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/RTZNQRYXH?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/716698_1659055712265683.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
카페,브레디포스트 성수,MA0101202301A0056563,0,0,1.16,0,0,서울특별시 성동구 상원1길 5,성수1가제1동,37.544506,127.049141,95.2,83,https://public.tableau.com/shared/BTNZCK8C4?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/SK9CF5BKP?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20230322_143/1679453747939Ph7B4_JPEG/000.jpg,
카페,우디집,MA010120220806866823,0,0.1,9.09,0,0,서울특별시 성동구 둘레9길 17,성수1가제1동,37.53776,127.051014,90.9,11,https://public.tableau.com/shared/5WYMR5CK9?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/MPSPSKCQM?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/mVu9D9Dcha-eY4fME1rrOg/m.jpg,
카페,KANTO 성수,MA010120220813245442,0,0,0,0,0,서울특별시 성동구 연무장길 20,성수1가제1동,37.543394,127.051496,85.7,7,https://public.tableau.com/shared/8J58Z98X4?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/TF8YC48X9?:display_count=n&:origin=viz_share_link,https://i.pinimg.com/736x/4a/ff/91/4aff91549c7528ecceabab47b2d0c872.jpg,
카페,아이아이알,MA010120220814373589,0,-0.29,0,0,0,서울특별시 성동구 성수일로 13,성수1가제1동,37.541846,127.048446,100,5,https://public.tableau.com/shared/S7T9275GZ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/ND8B8GJ89?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220714_278/1657797620933CWawA_JPEG/%C5%A9%B8%B2%C4%AB%B6%F3%B8%E1.jpg,
카페,bakery tomo,MA010120220813133056,0,-0.12,14.29,0,0,서울특별시 성동구 성수일로 33,성수1가제1동,37.543645,127.049189,85.7,7,https://public.tableau.com/shared/HRP89HQRD?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/N4K2NQ35R?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20201121_185/1605931448503xjXbW_JPEG/dTP8e6aifk9pbWe3WyQdKZFj.jpeg.jpg,
카페,어글리크림치즈,MA010120220808105209,0,-0.11,12.5,0,0,서울특별시 성동구 성덕정3길 6,성수1가제1동,37.539403,127.047517,87.5,8,https://public.tableau.com/shared/8N7GT4W8B?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/BQQG8FTPD?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjExMThfMjU4%2FMDAxNjY4NzYzNzg2OTMy.MvtPBvYyz2rGCdQClHlkEpUZJMFzf1xwBsk3HrRq1HYg.FcesjgOgi4NCYU9Yk9ri5peVhp8eUNeLPkMvtrUEYG8g.JPEG%2FD195F336-5D57-4E3D-B856-A96D07BECE39.jpeg,
카페,블루보틀 삼청 카페,1115,3.6,-0.34,8.19,0,282,서울특별시 종로구 북촌로5길 76,삼청동,37.580151,126.980863,90.1,171,https://public.tableau.com/shared/YN675KSNP?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/BK8BQ5NHZ?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MjhfMTQ3%2FMDAxNjg1MjQ5NzM3MzA4.6vHXlfhJ8zm5YvFoUXAwh5BJ9CRdE27e6Qdt5b3nWfcg.k-q9ze2n5hJayS9d53q5qhV0W0uk_rNBZ6rYP9C2cIQg.JPEG%2FIMG_5617.jpeg,
카페,백미당 삼청점,MA010120220804670209,0,-0.26,1.33,0,0,서울특별시 종로구 삼청로 48,삼청동,37.580172,126.980252,97.3,75,https://public.tableau.com/shared/TGS5S6JYB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/39FXNZTSB?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MDdfMTEz%2FMDAxNjgzMzk0MTEzMzUy.6lPkVYkUzvGLdXMWPrtyXdeSno5lKjgp8XXDMjhzX4Mg.p8P16VAk8BYjL_WsP3UX5dRDf4d-YVGxcT9p4I8CTAEg.JPEG%2FD835C279-0A15-4236-8B1B-750C35919EC1.jpeg,
카페,퀸넬브릴 삼청,1120,0,-0.27,2.7,0,19,서울특별시 종로구 팔판길 22-1,삼청동,37.582802,126.981208,94.6,37,https://public.tableau.com/shared/W94CPRSWB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/RXM37FH5C?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/27597_1664199827411828.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
카페,커피 팩토리,MA010120220800023963,0,-0.63,0,0,136,서울특별시 종로구 북촌로5가길 17,삼청동,37.580299,126.981871,88.9,18,https://public.tableau.com/shared/78NCG4YP4?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/WP8G5CH9M?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20230128_183/1674859422501eNprk_PNG/%BD%BA%C5%A9%B8%B0%BC%A6_2023-01-28_%BF%C0%C0%FC_7.43.21.png,
카페,브릭샌드 삼청점,1130,4.8,-0.56,0,1,0,서울특별시 종로구 삼청로 100-1,삼청동,37.584299,126.982195,94.1,34,https://public.tableau.com/shared/STH8W7KJ6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/HPQ7Z4RMP?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20221027_163/16668402298809JMKt_JPEG/KakaoTalk_20221013_122030047_04.jpg,
카페,달,MA010120220808537838,0,-0.21,0,0,161,서울특별시 종로구 삼청로 94-1,삼청동,37.583817,126.982041,96.2,26,https://public.tableau.com/shared/BNHGFYH2X?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/J5RB2NB4Y?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA2MDFfOTIg%2FMDAxNjg1NjI1ODcyNDI1.IrX5-vceBbb2jANlwPMVzm9pjQeZbaRhRc1h_7CPqvkg.5ofTf1jR797pRabfFQz3AI8J2gl9ib5s4AzedvFBMnkg.JPEG%2FIMG_8583.jpeg,
카페,카페진선,MA010120220810888510,0,-0.54,0,0,24,서울특별시 종로구 삼청로 59,삼청동,37.5814,126.980476,93.8,32,https://public.tableau.com/shared/XBFPQJXXQ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/CBZRGN8FR?:display_count=n&:origin=viz_share_link,https://modo-phinf.pstatic.net/20200711_164/15944464465734GJs8_JPEG/mosa1ua4vD.jpeg,
카페,이니미니마니모,MA010120220812113355,0,-0.19,0,0,0,서울특별시 종로구 삼청로5길 19,삼청동,37.582685,126.9807,92.3,13,https://public.tableau.com/shared/WW7F8TBTS?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/T742Z32SD?:display_count=n&:origin=viz_share_link,https://img.siksinhot.com/place/1666601272066308.jpg,
카페,카페이드라,MA010120220800037739,0,-0.56,0,0,48,서울특별시 종로구 윤보선길 18,삼청동,37.576922,126.984165,100,8,https://public.tableau.com/shared/85D34WPHG?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/93JJHPYSX?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA1MjZfNDgg%2FMDAxNjg1MDk0NjIxMzQ1.GmIeXjfv2Gv79KhihyixQQDQZRLMJW9tZWXZaqDcGzQg.0JfkVlrZEai_gE5ZERtPs87MFSGqDJYlLLe5wJ5fr7Ig.JPEG.frangdas%2FDSC03929.JPG,
카페,커피인뜨락,MA010120220808520136,0,-0.7,0,0,66,서울특별시 종로구 삼청로5길 11,삼청동,37.582555,126.981137,100,3,https://public.tableau.com/shared/GPX65YFX2?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/KJKFWNTBC?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20190220_83/1550629101629j3fxm_JPEG/aA_eeTGHJwvNCDJrnav7h1nx.jpg,
카페,거울한옥 미러룸,1118,3,-0.62,8.33,0,300,서울특별시 종로구 삼청로2길 40,삼청동,37.580062,126.981111,91.7,12,https://public.tableau.com/shared/HXTGMKYRK?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/ZZSX86XJG?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20210204_19/1612446575650VlNLD_JPEG/ODV3VusSKoGGHVjw8nIXqgSm.jpg,
카페,CAFE D_55,MA010120220800029549,0,-0.4,0,0,285,서울특별시 종로구 삼청로5길 5,삼청동,37.582432,126.981361,83.3,6,https://public.tableau.com/shared/2B466RD3W?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/34NKZKZMN?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220915_34/1663225671739gnKTn_JPEG/KakaoTalk_20220915_155836159.jpg,
카페,파툼,MA010120220800028746,2.2,-0.65,0,10,28,서울특별시 종로구 삼청로 86-5,삼청동,37.583194,126.982159,81.8,11,https://public.tableau.com/shared/5JK8MFHKH?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/BPPMGPCCQ?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20200628_149/1593353122822MUOQD_PNG/Do7jofoVRRzjOOSgPXsYTweB.png,
카페,지밥,MA010120220800032823,0,-0.25,0,0,0,서울특별시 종로구 북촌로 137-19,삼청동,37.586977,126.982351,100,3,https://public.tableau.com/shared/7SQTCY99Y?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/JWHBXZ7K6?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjJfMjI5%2FMDAxNjc0MzcyMDMxMzc2.nUU5YD0ZOibIPnLqiQ_0JsfWRTuOzW-A2WgEXUxFoLUg.EaZW2Dv0LpY1v25ju0MQhSl-BoI03sPStIyVAyj_O8Qg.JPEG%2F42E115E1-9438-448B-83E5-8AA0F33420CB.jpeg,
카페,까페 골목숲,MA010120220808167732,0,-0.32,6.67,0,70,서울특별시 종로구 삼청로 86-3,삼청동,37.583192,126.98206,93.3,15,https://public.tableau.com/shared/YYH35CS6K?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/MXTKS9K8B?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/451867_1645851384872325.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
카페,북촌애가삼도예카페,MA010120220802586539,0,-0.67,0,0,0,서울특별시 종로구 북촌로5가길 12,삼청동,37.580137,126.982183,100,4,https://public.tableau.com/shared/JJMWXGBMS?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/T6ZKSRD5B?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMTlfMTEz%2FMDAxNjc2ODA3MjI3MDE5.cGzhqkKe6KVN4yGlbZA8ScMKw7olRtz8r3jswOmRpXQg.KeFx-V2Airf5pRVutFy5jPR6UmOiWZRypsM037h_N3Ug.JPEG%2F20230218_153254_resized.jpg,
카페,코피발리안국점,MA010120220810300033,0,-0.67,0,0,0,서울특별시 종로구 율곡로5길 19,삼청동,37.57703,126.984731,60,5,https://public.tableau.com/shared/36XTMHSR6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/9CJY4GY42?:display_count=n&:origin=viz_share_link,https://modo-phinf.pstatic.net/20200528_218/1590651746299LzfEV_JPEG/mosa7bMZXC.jpeg,
