상가업소번호,가게명,업종,점수,리뷰증가율,재방문,좋아요,찜,주소,행정동,위도,경도,긍정 리뷰 비율
MA010120220800600409,아마스빈 이대점,카페,0.0,-0.51,57.5,0,0,서울특별시 서대문구 이화여대7길 11,신촌동,37.558625,126.945041,95.0
MA010120220800087173,라이프커피컴퍼니,카페,0.0,-0.56,14.29,0,0,서울특별시 서대문구 이화여대7길 14,신촌동,37.558827,126.944954,100.0
MA010120220802958210,이름없는파스타 이화여대점,서양식,0.0,-0.53,22.22,0,0,서울특별시 서대문구 이화여대7길 14,신촌동,37.558827,126.944954,100.0
MA010120220809299498,따띠삼겹 이대점,한식,0.0,-0.2,0.0,0,0,서울특별시 서대문구 이화여대7길 15,신촌동,37.558652,126.944793,100.0
MA010120220800594945,이삭토스트 이화여대점,카페,0.0,0.53,51.72,0,0,서울특별시 서대문구 이화여대7길 15,신촌동,37.558652,126.944793,100.0
MA010120220804769252,피자스쿨 이대점,패스트푸드,0.0,-0.5,62.5,0,0,서울특별시 서대문구 이화여대7길 15,신촌동,37.558652,126.944793,100.0
MA010120220800569215,디델리 이대점,분식,0.0,-0.62,16.67,0,0,서울특별시 서대문구 이화여대7길 16,신촌동,37.558798,126.944685,100.0
MA010120220800579997,너스레,주점,0.0,-0.43,8.33,0,0,서울특별시 서대문구 이화여대7길 22,신촌동,37.558883,126.944463,100.0
MA010120220803108224,카페아늑,카페,0.0,-0.62,0.0,0,0,서울특별시 서대문구 이화여대7길 27-4,신촌동,37.558547,126.944095,100.0
MA010120220808639676,신화장,중식,0.0,-0.43,25.0,0,0,서울특별시 서대문구 이화여대7길 30,신촌동,37.558832,126.943903,100.0
MA0101202210A0091227,108장 마라탕,중식,0.0,-0.74,20.0,0,0,서울특별시 서대문구 이화여대7길 30,신촌동,37.558832,126.943903,100.0
MA010120220800611265,김가네김밥 이대점,분식,0.0,0.89,58.33,0,0,서울특별시 서대문구 이화여대7길 30,신촌동,37.558832,126.943903,97.2
MA010120220812809316,베러댄와플 이화여대점,카페,0.0,-0.71,25.0,0,0,서울특별시 서대문구 이화여대7길 35,신촌동,37.558605,126.943696,100.0
MA010120220813403524,청년순대국 이화여대점,한식,0.0,-0.7,33.33,0,0,서울특별시 서대문구 이화여대8길 11,신촌동,37.558848,126.946403,83.3
MA010120220800563961,불밥 이대본점,한식,0.0,-0.62,37.5,0,0,서울특별시 서대문구 이화여대8길 11,신촌동,37.558848,126.946403,100.0
MA010120220807021864,구구족 이대점,한식,0.0,-0.06,12.9,0,0,서울특별시 서대문구 이화여대8길 2,신촌동,37.558648,126.945918,96.8
MA010120220812618294,라티노커피 이대점,카페,0.0,-0.58,10.0,0,0,서울특별시 서대문구 이화여대8길 2,신촌동,37.558648,126.945918,100.0
MA010120220805371852,매머드익스프레스 이대점,카페,0.0,-0.45,66.67,0,0,서울특별시 서대문구 이화여대8길 2,신촌동,37.558648,126.945918,97.6
MA0101202212A0097323,누들김밥 이대점,분식,0.0,-0.37,47.06,0,0,서울특별시 서대문구 이화여대8길 2,신촌동,37.558648,126.945918,100.0
MA010120220808339053,인생식당,한식,0.0,0.18,7.69,0,0,서울특별시 서대문구 이화여대8길 3,신촌동,37.558871,126.946071,100.0
MA0101202211A0084344,카페자리,카페,0.0,5.0,0.0,0,0,서울특별시 서대문구 이화여대8길 3,신촌동,37.558871,126.946071,100.0
MA010120220806851648,플라페,카페,0.0,-0.53,84.52,0,0,서울특별시 서대문구 이화여대길 1,신촌동,37.557123,126.945688,98.8
MA010120220803231740,세아마라탕,중식,0.0,-0.4,0.0,0,0,서울특별시 서대문구 이화여대길 16,신촌동,37.557591,126.946013,100.0
MA010120220814377754,에그 앤드 스푼레이스,서양식,0.0,-0.69,0.0,0,0,서울특별시 서대문구 이화여대길 26,신촌동,37.55799,126.946035,100.0
MA010120220800596158,전골떡볶이 덕미가 이대본점,분식,0.0,-0.38,7.69,0,0,서울특별시 서대문구 이화여대길 26,신촌동,37.55799,126.946035,92.3
MA010120220800757075,이디야커피 이화여대점,카페,0.0,-0.52,40.0,0,0,서울특별시 서대문구 이화여대길 26,신촌동,37.55799,126.946035,100.0
MA010120220803141207,Quid,주점,0.0,0.0,0.0,0,0,서울특별시 서대문구 이화여대길 28,신촌동,37.558137,126.945929,100.0
MA010120220803884065,치킨더홈 서울이대점,패스트푸드,0.0,3.0,0.0,0,0,서울특별시 서대문구 이화여대길 29,신촌동,37.55829,126.945626,100.0
MA0101202209A0095543,리화인아이스크림와플,카페,0.0,0.11,50.0,0,0,서울특별시 서대문구 이화여대길 37,신촌동,37.558623,126.94555,100.0
MA010120220808574231,쥬씨 이대점,카페,0.0,-0.68,16.67,0,0,서울특별시 서대문구 이화여대길 42,신촌동,37.558873,126.945854,91.7
MA010120220801524284,씨유그릭,카페,0.0,0.02,59.18,0,0,서울특별시 서대문구 이화여대길 42,신촌동,37.558873,126.945854,98.0
MA0101202302A0026660,모센즈스위트 이대점,카페,0.0,-0.49,4.35,0,0,서울특별시 서대문구 이화여대길 43,신촌동,37.558833,126.945477,100.0
MA010120220800600193,장군찜닭,한식,0.0,-0.29,20.0,0,0,서울특별시 서대문구 이화여대길 45,신촌동,37.55895,126.945559,100.0
MA010120220805511562,팔공티 이대점,카페,0.0,-0.48,56.82,0,0,서울특별시 서대문구 이화여대길 48,신촌동,37.55906,126.945883,97.7
MA010120220811724523,공차 이대익스프레스점,카페,0.0,-0.63,5.88,0,0,서울특별시 서대문구 이화여대길 48,신촌동,37.55906,126.945883,100.0
MA010120220804969002,신룽푸마라탕 이대점,중식,0.0,-0.25,41.67,0,0,서울특별시 서대문구 이화여대길 48,신촌동,37.55906,126.945883,100.0
MA010120220805382257,소오밥집,일식,0.0,-0.4,44.44,0,0,서울특별시 서대문구 이화여대길 50-10,신촌동,37.559074,126.946286,100.0
MA010120220811982063,고스트요거트 이대점,카페,0.0,-0.57,22.73,0,0,서울특별시 서대문구 이화여대길 52-15,신촌동,37.559319,126.944865,100.0
MA010120220800554691,참참참,분식,0.0,-0.36,55.56,0,0,서울특별시 서대문구 이화여대길 52-31,신촌동,37.559439,126.944725,100.0
MA010120220800594420,앨리스,카페,0.0,0.0,25.0,0,0,서울특별시 서대문구 이화여대길 52-31,신촌동,37.559439,126.944725,100.0
MA010120220802964354,Dana Bakeshop,카페,0.0,-0.4,0.0,0,0,서울특별시 서대문구 이화여대길 52-33,신촌동,37.559458,126.944849,100.0
MA010120220804951963,리또리또,동남아시아,0.0,-0.63,28.57,0,0,서울특별시 서대문구 이화여대길 52-33,신촌동,37.559458,126.944849,100.0
MA010120220812400468,돈천동식당,일식,0.0,-0.7,44.44,0,0,서울특별시 서대문구 이화여대길 52-35,신촌동,37.559476,126.944974,100.0
MA010120220813164764,veganique,카페,0.0,-0.11,0.0,0,0,서울특별시 서대문구 이화여대길 52-35,신촌동,37.559476,126.944974,87.5
MA010120220813583393,낮과밤,주점,0.0,-0.36,28.57,0,0,서울특별시 서대문구 이화여대길 52-35,신촌동,37.559476,126.944974,100.0
MA010120220806425322,갈라파라멘 정성드림,일식,0.0,0.0,0.0,0,0,서울특별시 서대문구 이화여대길 52-39,신촌동,37.559471,126.945145,100.0
MA010120220800602181,청년밥상문간 이화여자대학교점,한식,0.0,-0.18,21.43,0,0,서울특별시 서대문구 이화여대길 52-39,신촌동,37.559471,126.945145,100.0
MA010120220805163239,카페페라유니크,카페,0.0,-0.35,5.88,0,0,서울특별시 서대문구 이화여대길 52-45,신촌동,37.559462,126.945363,88.2
MA010120220802508713,여래여거,일식,0.0,0.67,30.0,0,0,서울특별시 서대문구 이화여대길 56-3,신촌동,37.559339,126.945231,90.0
MA010120220806523856,할리스 이대점,카페,0.0,-0.65,23.53,0,0,서울특별시 서대문구 이화여대길 59,신촌동,37.558987,126.945159,100.0
MA010120220807064192,롯데리아 이대점,패스트푸드,0.0,0.16,41.86,0,0,서울특별시 서대문구 이화여대길 59,신촌동,37.558987,126.945159,98.8
MA010120220814278735,전티마이베트남쌀국수 이화여대점,동남아시아,0.0,-0.69,50.0,0,0,서울특별시 서대문구 이화여대길 59,신촌동,37.558987,126.945159,100.0
MA010120220812815107,파리바게뜨 카페이대역점,카페,0.0,0.1,65.62,0,0,서울특별시 서대문구 이화여대길 6,신촌동,37.557203,126.94601,93.8
MA010120220804429836,지지고 이대점,한식,0.0,-0.19,38.46,0,0,서울특별시 서대문구 이화여대길 64,신촌동,37.559233,126.944872,100.0
MA010120220805300315,유,중식,0.0,-0.59,33.33,0,0,서울특별시 서대문구 이화여대길 65-3,신촌동,37.55894,126.944925,100.0
MA010120220806864404,카페봄봄 이화여대점,카페,0.0,0.43,30.0,0,0,서울특별시 서대문구 이화여대길 7,신촌동,37.557239,126.945645,100.0
MA010120220809791149,투썸플레이스 이대역점,카페,0.0,-0.37,30.26,0,0,서울특별시 서대문구 이화여대길 7,신촌동,37.557239,126.945645,93.4
MA010120220813227928,의원상 이대점,중식,0.0,0.29,22.22,0,0,서울특별시 서대문구 이화여대길 72-5,신촌동,37.559459,126.944375,100.0
MA010120220807405364,카페HE,카페,0.0,0.4,28.57,0,0,서울특별시 서대문구 이화여대길 72-6,신촌동,37.559441,126.944574,100.0
MA010120220811706692,굿바이슈가베어 포케&샐러드,분식,0.0,-0.33,62.5,0,0,서울특별시 서대문구 이화여대길 72-6,신촌동,37.559441,126.944574,100.0
MA010120220810236516,꽃피다이화다방,카페,0.0,0.43,20.0,0,0,서울특별시 서대문구 이화여대길 75,신촌동,37.559014,126.944305,100.0
MA010120220805954544,육쌈냉면 이대점,한식,0.0,0.33,12.5,0,0,서울특별시 서대문구 이화여대길 76,신촌동,37.559316,126.944287,100.0
MA010120220800580145,벨라프라하,카페,0.0,0.27,14.29,0,0,서울특별시 서대문구 이화여대길 77,신촌동,37.559085,126.944161,100.0
MA010120220812024024,비아37,서양식,0.0,-0.15,32.61,0,0,서울특별시 서대문구 이화여대길 77-1,신촌동,37.558961,126.944138,97.8
MA010120220803272381,화명당마라탕,중식,0.0,-0.73,22.22,0,0,서울특별시 서대문구 이화여대길 78,신촌동,37.559273,126.944165,100.0
MA010120220809807752,팜스힐,카페,0.0,-0.75,0.0,0,0,서울특별시 서대문구 이화여대길 88-12,신촌동,37.559408,126.94399,100.0
MA010120220812300944,치즈문,주점,0.0,0.0,0.0,0,0,서울특별시 서대문구 이화여대길 88-13,신촌동,37.559385,126.943821,100.0
MA010120220808708449,멜브라운 미트파이,한식,0.0,0.0,0.0,0,0,서울특별시 서대문구 이화여대길 88-15,신촌동,37.55947,126.943777,100.0
MA010120220803042906,카페코지 이화여대점,카페,0.0,-0.2,12.5,0,0,서울특별시 서대문구 이화여대길 88-19,신촌동,37.559501,126.943955,87.5
MA010120220805955825,두끼 이대점,분식,0.0,-0.41,23.08,0,0,서울특별시 서대문구 이화여대길 89,신촌동,37.558994,126.943418,88.5
MA010120220810265682,홀리몰리,한식,0.0,-0.56,14.29,0,0,서울특별시 서대문구 명물1길 16,신촌동,37.558218,126.937336,100.0
MA010120220800639972,한옥숯불돼지갈비,한식,0.0,-0.4,0.0,0,0,서울특별시 서대문구 명물1길 18,신촌동,37.558326,126.937324,100.0
MA010120220811824024,롤링파스타 신촌점,서양식,0.0,0.07,9.68,0,0,서울특별시 서대문구 명물길 10,신촌동,37.557419,126.937522,93.5
MA010120220804934065,3F CAFE,카페,0.0,-0.59,0.0,0,0,서울특별시 서대문구 명물길 10,신촌동,37.557419,126.937522,94.1
MA010120220813878091,대구삼겹살,한식,0.0,-0.5,33.33,0,0,서울특별시 서대문구 명물길 18,신촌동,37.557681,126.937847,100.0
MA010120220805341587,버블티킹 신촌점,카페,0.0,-0.5,0.0,0,0,서울특별시 서대문구 명물길 19,신촌동,37.558193,126.937506,100.0
MA010120220800557729,카페나무,카페,0.0,0.07,6.98,0,0,서울특별시 서대문구 명물길 2,신촌동,37.55721,126.937229,95.3
MA010120220812885599,싸움의고수 신촌점,한식,0.0,-0.18,39.29,0,0,서울특별시 서대문구 명물길 20,신촌동,37.557744,126.937927,96.4
MA010120220814051509,교촌치킨 신촌점,패스트푸드,0.0,-0.42,22.22,0,0,서울특별시 서대문구 명물길 21,신촌동,37.558076,126.937717,100.0
MA010120220812242194,포가레 신촌점,동남아시아,0.0,-0.79,9.52,0,0,서울특별시 서대문구 명물길 26,신촌동,37.557888,126.938258,95.2
MA010120220800589054,홍콩반점0410 신촌2호점,중식,0.0,-0.1,19.44,0,0,서울특별시 서대문구 명물길 26,신촌동,37.557888,126.938258,94.4
MA010120220809580916,소도적,한식,0.0,-0.38,12.5,0,0,서울특별시 서대문구 명물길 27-13,신촌동,37.558777,126.93798,87.5
MA010120220806923282,봉추찜닭 신촌점,한식,0.0,-0.47,0.0,0,0,서울특별시 서대문구 명물길 27-23,신촌동,37.558689,126.938447,87.5
MA010120220801336301,제주돈1848,한식,0.0,3.0,0.0,0,0,서울특별시 서대문구 명물길 27-7,신촌동,37.558447,126.93764,75.0
MA0101202301A0105088,백소정 신촌점,일식,0.0,0.0,5.76,0,0,서울특별시 서대문구 명물길 27-9,신촌동,37.558549,126.937757,99.8
MA010120220804946668,코다차야 신촌점,주점,0.0,-0.32,11.76,0,0,서울특별시 서대문구 명물길 32,신촌동,37.558042,126.938447,100.0
MA010120220800097594,올그릭투미,서양식,0.0,-0.57,0.0,0,0,서울특별시 서대문구 명물길 34,신촌동,37.558193,126.938501,100.0
MA010120220800556453,맛있는순두부&김치찜,한식,0.0,-0.25,21.43,0,0,서울특별시 서대문구 명물길 36,신촌동,37.558271,126.938645,88.1
MA010120220810234211,시오램,한식,0.0,-0.85,50.0,0,0,서울특별시 서대문구 명물길 36-4,신촌동,37.558131,126.938577,100.0
MA010120220813719284,짚신매운갈비찜 신촌점,한식,0.0,0.4,14.29,0,0,서울특별시 서대문구 명물길 36-4,신촌동,37.558131,126.938577,100.0
MA010120220811718807,행복은간장밥 신촌명물거리점,한식,0.0,0.14,20.0,0,0,서울특별시 서대문구 명물길 36-6,신촌동,37.558081,126.938657,92.0
MA010120220800147141,피자보이시나 신촌점,패스트푸드,0.0,-0.31,18.18,0,0,서울특별시 서대문구 명물길 36-7,신촌동,37.558117,126.938884,100.0
MA010120220811737908,오렌지룸 신촌점,주점,0.0,-0.57,0.0,0,0,서울특별시 서대문구 명물길 37,신촌동,37.558579,126.938177,100.0
MA010120220812705871,양꽃 오마카세 신촌점,한식,0.0,-0.65,5.56,0,0,서울특별시 서대문구 명물길 37,신촌동,37.558579,126.938177,94.4
MA010120220805535476,홍콩식당 태흥빙실,중식,0.0,-0.41,0.0,0,0,서울특별시 서대문구 명물길 41,신촌동,37.55867,126.938594,92.3
MA010120220800558542,봉구비어 신촌명물거리2호점,주점,0.0,-0.25,22.22,0,0,서울특별시 서대문구 명물길 41,신촌동,37.55867,126.938594,100.0
MA010120220800639932,섬진강민물장어,한식,0.0,0.0,0.0,0,0,서울특별시 서대문구 명물길 45-4,신촌동,37.558856,126.938634,100.0
MA010120220809411112,태백산맥,한식,0.0,-0.4,33.33,0,0,서울특별시 서대문구 명물길 46-5,신촌동,37.558451,126.939216,100.0
MA010120220813285183,가빈카페,카페,0.0,-0.18,28.57,0,0,서울특별시 서대문구 명물길 49,신촌동,37.558911,126.938912,100.0
MA010120220814312456,홍곱창 신촌점,한식,0.0,0.0,12.5,0,0,서울특별시 서대문구 명물길 50-4,신촌동,37.558555,126.939181,100.0
MA0101202302A0094110,그레인바운더리 신촌점,카페,0.0,0.0,5.56,0,0,서울특별시 서대문구 명물길 50-6,신촌동,37.558542,126.939335,100.0
MA010120220800568433,신미불닭발,한식,0.0,-0.62,33.33,0,0,서울특별시 서대문구 명물길 50-8,신촌동,37.558593,126.93941,100.0
MA010120220802283256,화로상회 신촌점,한식,0.0,-0.52,35.71,0,0,서울특별시 서대문구 명물길 62,신촌동,37.558662,126.939756,100.0
MA010120220801785130,명륜진사갈비 서울신촌점,한식,0.0,1.0,9.09,0,0,서울특별시 서대문구 명물길 63,신촌동,37.559248,126.939565,100.0
MA010120220804825756,엠아이스위트,카페,0.0,0.6,12.5,0,0,서울특별시 서대문구 명물길 66,신촌동,37.55888,126.93987,100.0
MA010120220804401647,김광석신촌칼국수 이대직영점,한식,0.0,-0.23,4.17,0,0,서울특별시 서대문구 명물길 70,신촌동,37.558871,126.94007,100.0
MA010120220809993703,배떡 신촌점,분식,0.0,-0.4,33.33,0,0,서울특별시 서대문구 명물길 76-5,신촌동,37.558796,126.940565,100.0
MA010120220806992144,라플로르,서양식,0.0,7.0,37.5,0,0,서울특별시 서대문구 봉원사2길 2,신촌동,37.567551,126.946508,100.0
MA010120220800582457,가마골,한식,0.0,0.0,75.0,0,0,서울특별시 서대문구 봉원사길 75-7,신촌동,37.570285,126.945638,100.0
MA010120220809744262,카페슬래시,카페,0.0,0.71,25.0,0,0,서울특별시 서대문구 성산로 519,신촌동,37.563263,126.943425,100.0
MA010120220813058504,대치영지,한식,0.0,-0.39,5.88,0,0,서울특별시 서대문구 성산로 519,신촌동,37.563263,126.943425,94.1
MA010120220800608820,이화당제과,카페,0.0,-0.33,33.33,0,0,서울특별시 서대문구 성산로 521,신촌동,37.56331,126.943681,94.4
MA010120220808910640,파리바게뜨 연대이화점,카페,0.0,-0.21,18.18,0,0,서울특별시 서대문구 성산로 523,신촌동,37.563478,126.943893,95.5
MA010120220812118767,삼진식당,한식,0.0,-0.33,35.71,0,0,서울특별시 서대문구 성산로 527,신촌동,37.563776,126.944091,85.7
MA010120220800566652,함평면옥,한식,0.0,0.25,0.0,0,0,서울특별시 서대문구 성산로 527,신촌동,37.563776,126.944091,40.0
MA010120220804245072,아키,일식,0.0,-0.4,33.33,0,0,서울특별시 서대문구 성산로 531,신촌동,37.563948,126.944503,100.0
MA010120220800595631,예소원,한식,0.0,-0.64,0.0,0,0,서울특별시 서대문구 성산로 535,신촌동,37.564396,126.944802,100.0
MA010120220800609768,다미손칼국수,분식,0.0,-0.55,50.0,0,0,서울특별시 서대문구 성산로 537,신촌동,37.56433,126.944922,100.0
MA010120220803733841,화가와요리사,한식,0.0,-0.33,20.0,0,0,서울특별시 서대문구 성산로 539,신촌동,37.564429,126.945003,90.0
MA0101202301A0002457,스튜디오웝,카페,0.0,-0.44,40.0,0,0,서울특별시 서대문구 성산로 539,신촌동,37.564429,126.945003,100.0
MA010120220806893464,헐리우드,서양식,0.0,-0.32,80.0,0,0,서울특별시 서대문구 성산로 551,신촌동,37.565323,126.945664,100.0
MA010120220800590005,존재의 이유,한식,0.0,-0.32,53.85,0,0,서울특별시 서대문구 성산로 553,신촌동,37.56552,126.945815,100.0
MA010120220812034604,김사부 브런치&지엔빙,중식,0.0,1.0,87.5,0,0,서울특별시 서대문구 성산로22길 2-5,신촌동,37.560704,126.933017,100.0
MA010120220812486152,홍대24시스파 스낵,분식,0.0,-0.57,0.0,0,0,서울특별시 서대문구 신촌로 1,신촌동,37.558875,126.927396,100.0
MA010120220800590196,탐앤탐스 신촌로터리점,카페,0.0,-0.03,37.84,0,0,서울특별시 서대문구 신촌로 109,신촌동,37.555889,126.938151,97.3
MA010120220800587468,남도밥상,한식,0.0,0.12,11.11,0,0,서울특별시 서대문구 신촌로 11-5,신촌동,37.558665,126.928274,100.0
MA010120220800578917,무사시,일식,0.0,0.11,42.86,0,0,서울특별시 서대문구 신촌로 125,신촌동,37.556308,126.939762,100.0
MA010120220804573449,신촌해물칼국수,한식,0.0,-0.33,0.0,0,0,서울특별시 서대문구 신촌로 125,신촌동,37.556308,126.939762,100.0
MA010120220806987328,싸다김밥 신촌점,분식,0.0,0.12,40.54,0,0,서울특별시 서대문구 신촌로 127,신촌동,37.556463,126.939993,97.3
MA010120220800561737,종로김밥 신촌역점,분식,0.0,-0.1,33.33,0,0,서울특별시 서대문구 신촌로 127,신촌동,37.556463,126.939993,100.0
MA010120220806520559,청년다방 신촌점,분식,0.0,-0.42,14.29,0,0,서울특별시 서대문구 신촌로 139,신촌동,37.556775,126.941327,92.9
MA010120220813190034,고피자 신촌1호점,패스트푸드,0.0,-0.09,4.76,0,0,서울특별시 서대문구 신촌로 139-1,신촌동,37.556773,126.941439,100.0
MA010120220813674766,레이지리자드,주점,0.0,0.0,0.0,0,0,서울특별시 서대문구 신촌로 141,신촌동,37.556863,126.941574,100.0
MA010120220800565845,리버트리커피,카페,0.0,13.6,38.36,0,0,서울특별시 서대문구 신촌로 141,신촌동,37.556863,126.941574,100.0
MA010120220809367531,투다리 이대점,주점,0.0,-0.5,0.0,0,0,서울특별시 서대문구 신촌로 149,신촌동,37.556954,126.94246,100.0
MA010120220800625129,팔색콩불,한식,0.0,-0.29,50.0,0,0,서울특별시 서대문구 신촌로 149,신촌동,37.556954,126.94246,100.0
MA010120220808826529,돈까스대왕전 이대점,서양식,0.0,0.11,39.74,0,0,서울특별시 서대문구 신촌로 155,신촌동,37.556941,126.943245,100.0
MA010120220814298339,피자클럽,패스트푸드,0.0,0.12,0.0,0,0,서울특별시 서대문구 신촌로 157,신촌동,37.55693,126.943615,94.7
MA010120220811793802,맘스터치 이대점,패스트푸드,0.0,-0.21,49.38,0,0,서울특별시 서대문구 신촌로 169-1,신촌동,37.556941,126.944756,96.3
MA010120220805013174,체셔캣,카페,0.0,4.0,20.0,0,0,서울특별시 서대문구 신촌로 169-7,신촌동,37.55711,126.944525,80.0
MA010120220808037913,주막보리밥,한식,0.0,-0.28,22.22,0,0,서울특별시 서대문구 신촌로 17,신촌동,37.5582,126.929009,100.0
MA010120220810490728,카페마지오,카페,0.0,-0.31,18.18,0,0,서울특별시 서대문구 신촌로 171,신촌동,37.556947,126.945001,100.0
MA010120220802502144,배스킨라빈스 이대역,카페,0.0,-0.06,55.88,0,0,서울특별시 서대문구 신촌로 173-1,신촌동,37.556989,126.945289,97.1
MA010120220804843709,공차 이대역점,카페,0.0,-0.05,26.32,0,0,서울특별시 서대문구 신촌로 173-2,신촌동,37.55698,126.945346,100.0
MA010120220812161279,메가MGC커피 창천점,카페,0.0,-0.4,43.08,0,0,서울특별시 서대문구 신촌로 19,신촌동,37.558163,126.929174,92.3
MA010120220804898837,라마커피,카페,0.0,0.67,20.0,0,0,서울특별시 서대문구 신촌로 197,신촌동,37.557225,126.947953,100.0
MA010120220812951260,포텅즈,한식,0.0,0.0,0.0,0,0,서울특별시 서대문구 신촌로 25,신촌동,37.557999,126.929633,83.3
MA010120220812726726,사워도우 랩,카페,0.0,0.88,66.67,0,0,서울특별시 서대문구 신촌로 39,신촌동,37.557434,126.931001,100.0
MA010120220802934541,7번가피자 신촌마포점,패스트푸드,0.0,-0.36,61.11,0,0,서울특별시 서대문구 신촌로 39,신촌동,37.557434,126.931001,100.0
MA0101202211A0091750,오늘닭강정 동교동삼거리점,패스트푸드,0.0,-0.47,36.84,0,0,서울특별시 서대문구 신촌로 5,신촌동,37.558682,126.927712,94.7
MA0101202211A0090992,대끼리 돈까스,서양식,0.0,1.18,9.09,0,0,서울특별시 서대문구 신촌로 51-1,신촌동,37.557076,126.932435,100.0
MA010120220803993212,잉치킨 신촌점,패스트푸드,0.0,-0.56,0.0,0,0,서울특별시 서대문구 신촌로 55,신촌동,37.556881,126.932553,100.0
MA0101202210A0025333,단데농,카페,0.0,-0.7,25.0,0,0,서울특별시 서대문구 신촌로 57,신촌동,37.55681,126.932936,100.0
MA010120220806681307,연희김밥 신촌점,분식,0.0,-0.05,50.88,0,0,서울특별시 서대문구 신촌로 61-1,신촌동,37.556687,126.933316,100.0
MA0101202210A0068154,옥희네 떡볶이,분식,0.0,0.71,10.0,0,0,서울특별시 서대문구 신촌로 61-1,신촌동,37.556687,126.933316,98.6
MA010120220809623899,살롱드느루,주점,0.0,0.33,0.0,0,0,서울특별시 서대문구 신촌로 61-6,신촌동,37.556753,126.933512,100.0
MA010120220802865638,설맥 신촌점,주점,0.0,0.0,0.0,0,0,서울특별시 서대문구 신촌로 63,신촌동,37.556614,126.933758,100.0
MA0101202212A0046050,달리는커피 신촌역점,카페,0.0,-0.5,0.0,0,0,서울특별시 서대문구 신촌로 63,신촌동,37.556614,126.933758,100.0
MA010120220800665082,난향,중식,0.0,-0.26,29.41,0,0,서울특별시 서대문구 신촌로 67,신촌동,37.556508,126.934045,100.0
MA010120220807773009,피슈마라홍탕 신촌점,중식,0.0,-0.1,37.88,0,0,서울특별시 서대문구 신촌로 73,신촌동,37.556308,126.934521,100.0
MA010120220811992941,과일에반하다 프루타 신촌점,카페,0.0,-0.67,42.86,0,0,서울특별시 서대문구 신촌로 73,신촌동,37.556308,126.934521,100.0
MA0101202209A0071725,메가MGC커피 신촌로터리점,카페,0.0,0.02,39.22,0,0,서울특별시 서대문구 신촌로 75,신촌동,37.556142,126.93485,100.0
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,서양식,0.0,0.12,7.41,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,88.9
MA010120220807134605,계백집 현대백화점 신촌점,한식,0.0,-0.09,10.0,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,100.0
MA010120220809586156,백미당 현대백화점신촌점,카페,0.0,0.28,18.75,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,96.9
MA010120220810306836,풍국면 현대백화점 신촌점,한식,0.0,-0.5,23.08,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,76.9
MA010120220810456718,도넛킬러 현대백화점신촌점,카페,0.0,7.0,0.0,0,0,서울특별시 서대문구 연세로 13,신촌동,37.556738,126.93656,91.7
MA010120220811940763,롤러프레시,일식,0.0,2.0,0.0,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,100.0
MA010120220812867564,마이도야 현대백화점신촌점,일식,0.0,-0.64,0.0,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,100.0
MA010120220813855757,한강로칼국수 현대백화점 신촌점,한식,0.0,0.77,21.74,0,0,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,100.0
MA010120220813541669,챔스빈커피 신촌점,카페,0.0,-0.32,6.67,0,0,서울특별시 서대문구 신촌로 87-12,신촌동,37.556054,126.936387,100.0
MA010120220800600549,이디야커피 신촌역점,카페,0.0,-0.05,43.42,0,0,서울특별시 서대문구 신촌로 87-20,신촌동,37.556424,126.936422,96.1
MA010120220800568461,무교동낙지 신촌점,한식,0.0,-0.11,31.25,0,0,서울특별시 서대문구 신촌로 87-4,신촌동,37.555688,126.936237,100.0
MA010120220805061623,신촌브루스,카페,0.0,0.83,0.0,0,0,서울특별시 서대문구 신촌로 87-4,신촌동,37.555688,126.936237,100.0
MA010120220800589488,구씨네부엌,서양식,0.0,-0.05,10.53,0,0,서울특별시 서대문구 신촌로 9,신촌동,37.558533,126.928048,100.0
MA010120220803808742,이삭토스트 창천점,카페,0.0,0.6,68.75,0,0,서울특별시 서대문구 신촌로 9,신촌동,37.558533,126.928048,100.0
MA0101202302A0083053,호루몬 우직,한식,0.0,0.0,0.0,0,0,서울특별시 서대문구 신촌로11길 12,신촌동,37.557214,126.933005,100.0
MA0101202301A0012968,포트캔커피 신촌점,카페,0.0,15.0,25.0,0,0,서울특별시 서대문구 신촌로11길 35,신촌동,37.558258,126.933243,93.8
MA010120220812109602,왓츠 유얼 컬러,패스트푸드,0.0,-0.62,65.0,0,0,서울특별시 서대문구 신촌로11길 35-7,신촌동,37.558371,126.933015,97.5
MA010120220800082029,아워즈,주점,0.0,1.4,0.0,0,0,서울특별시 서대문구 신촌로11길 35-7,신촌동,37.558371,126.933015,95.8
MA010120220804945975,피자나라치킨공주 신촌점,패스트푸드,0.0,-0.2,50.0,0,0,서울특별시 서대문구 신촌로11길 7,신촌동,37.557084,126.93277,100.0
